IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,label
YIPF6,0.20312736,0.184859303,0.303740099,0.098178308,0.097411503,0.087408221,0.448109961,0.408301498,0.403184699,0.456078761,0.486791341,0.288094492,FALSE
GFM2,-0.268736287,-0.278331145,-0.273816545,-0.271109049,-0.277302106,-0.283054424,-0.282121693,-0.295650046,-0.27444784,-0.274387291,-0.280710478,-0.284815716,FALSE
ZNF394,0.210937902,0.948431898,0.312615861,0.248209719,0.210504604,0.517971519,0.329934541,0.232938548,0.090042449,0.223832325,0.190119969,0.167502985,FALSE
RRM2B,-0.15685992,-0.152173496,-0.137407341,-0.177116964,-0.175500954,-0.174512829,-0.288002295,-0.294941892,-0.275922054,-0.277068308,-0.274449276,-0.263414032,TRUE
ARL1,-0.042315653,-0.01493379,-0.028480459,0.096421692,0.134341267,0.099479723,-0.085372389,-0.108429733,-0.097624516,0.097138108,0.034346257,-0.021032488,FALSE
AP4E1,-0.275362742,-0.280532483,-0.269606449,-0.244851845,-0.214367894,-0.213007681,-0.274254472,-0.277826849,-0.290632215,-0.217819981,-0.208619484,-0.241700102,FALSE
APLP1,-0.225524463,-0.235666322,-0.217592538,-0.145451867,-0.19727504,-0.204901772,-0.313166634,-0.316122723,-0.315042918,-0.317108775,-0.3145698,-0.314085719,TRUE
RIOK3,0.233373786,0.32154108,0.189347124,0.272672327,0.401120617,0.282247204,0.302322257,0.373494231,0.22427234,0.519018415,0.463422336,0.376030644,FALSE
NOA1,0.12096939,0.20025829,0.216278871,0.008008779,-0.017030919,0.038668982,0.550020451,0.525831846,0.484480962,0.211162179,0.227725883,0.133131005,TRUE
WDR48,-0.127159284,-0.16705339,-0.122748307,-0.147842836,-0.161071213,-0.131249707,-0.14073902,-0.064004777,-0.127281887,-0.206775308,-0.188666831,-0.193073008,FALSE
SCO2,0.437792208,0.622834524,0.583554387,0.302359862,0.194979364,0.231230604,-0.03060466,0.034324719,-0.006903515,-0.042696672,-0.002480896,-0.015012785,FALSE
ARFGEF1,0.027735013,0.065247992,-0.008037406,-0.02104075,0.026849823,0.005061121,-0.113100192,-0.121241809,-0.084282462,-0.181981063,-0.174871208,-0.16621871,FALSE
ALOX5AP,-0.304818419,-0.292873821,-0.30160258,-0.31256883,-0.318348323,-0.298457218,-0.316721164,-0.332423707,-0.320964459,-0.318859813,-0.31991696,-0.322704016,FALSE
PPIE,-0.186714487,-0.197495562,-0.201955588,-0.224906283,-0.221433145,-0.246243026,0.467934031,0.594606927,0.499398196,0.286600217,0.246074472,0.321187017,FALSE
VPS45,-0.136964275,-0.125905857,-0.1298362,-0.080657583,-0.071400757,-0.021212895,-0.202372061,-0.182221138,-0.201931769,-0.14613925,-0.178642398,-0.179768527,FALSE
CCDC88B,-0.306187521,-0.316225312,-0.299222245,-0.316474287,-0.317130125,-0.320287768,-0.320535144,-0.29120785,-0.321100968,-0.303951205,-0.316179771,-0.316026474,FALSE
PLA2G15,-0.24263972,-0.220711448,-0.227635652,-0.198659792,-0.211969591,-0.205366951,-0.290424818,-0.277054522,-0.280971935,-0.290290289,-0.273253463,-0.291288798,FALSE
LRRFIP2,-0.02621405,-0.046419505,-0.020394676,0.094417714,-0.010222053,-0.001465146,-0.154703623,-0.151236504,-0.124456723,-0.119454049,-0.130539029,-0.116194039,FALSE
INPP5B,-0.323904443,-0.322714358,-0.312023839,-0.32279153,-0.324264967,-0.319980137,-0.282826019,-0.275785323,-0.290559972,-0.280027956,-0.282475624,-0.286812777,FALSE
GCM1,-0.309329056,-0.291765654,-0.3146645,-0.309138865,-0.313437442,-0.323717995,-0.30560522,-0.300461517,-0.309800765,-0.309563645,-0.308965825,-0.31107733,FALSE
FANCC,-0.25590521,-0.278536091,-0.253541806,-0.259475213,-0.268524566,-0.260792669,-0.246035809,-0.249041333,-0.249642433,-0.287384558,-0.280539751,-0.26473395,FALSE
PHF19,0.082626389,0.093587389,0.137239082,-0.066665768,-0.055172532,0.009879169,-0.196511398,-0.169201657,-0.181721712,-0.223398406,-0.199870923,-0.223874994,FALSE
KIF15,-0.050631654,-0.052623781,-0.068370894,-0.152134676,-0.147386821,-0.11982632,-0.018867382,-0.024128972,-0.092295822,-0.154218123,-0.168382129,-0.077632471,FALSE
MARS,0.290141572,0.48880858,0.321496111,0.189274716,0.181602635,0.101621188,0.476111045,0.568216026,0.481327844,0.506225238,0.500123975,0.310776606,FALSE
CRK,0.060851004,0.10805329,0.078695957,0.025318078,0.081550764,0.067269638,-0.147672123,-0.114499019,-0.145369546,-0.166179748,-0.158343468,-0.193337723,FALSE
RPS3A,8.592401441,9.937155701,9.135749428,7.524342941,7.922473441,7.858395006,9.246043313,9.623616988,9.994979868,8.573605785,9.379795969,11.09038668,TRUE
SLC6A9,-0.27758044,-0.276623009,-0.2781194,-0.274881086,-0.277888252,-0.275710249,-0.259907624,-0.263508497,-0.271564756,-0.20309761,-0.228246598,-0.250284322,FALSE
ZMIZ2,-0.16141607,-0.166589667,-0.214899139,-0.236704216,-0.243285283,-0.237496022,-0.171724631,-0.18436673,-0.174633593,-0.183719797,-0.20307049,-0.223389074,FALSE
INPP5E,-0.305471888,-0.241785082,-0.293035019,-0.288715378,-0.288908677,-0.283560296,-0.168301209,-0.147578244,-0.186706498,-0.209212793,-0.202573862,-0.247038274,FALSE
HIVEP1,-0.31058715,-0.305320516,-0.301402099,-0.304559247,-0.308423274,-0.312579091,-0.262057364,-0.262664015,-0.269099203,-0.249972637,-0.25635292,-0.282052297,FALSE
GUCY1A2,-0.310136456,-0.3143858,-0.296081878,-0.301805634,-0.293404213,-0.279534969,-0.327353726,-0.328046511,-0.318738613,-0.319681234,-0.32897353,-0.314857195,FALSE
ING2,0.04082252,0.085962491,0.008620825,-0.072763038,-0.103828759,-0.069856186,0.052152565,0.069842767,0.054643619,-0.049682006,-0.036178894,0.019979667,TRUE
ZNF551,-0.304946449,-0.28702922,-0.301358711,-0.311999848,-0.318544641,-0.311786868,-0.28216805,-0.284494833,-0.267603918,-0.293511561,-0.281255214,-0.27078071,FALSE
COA6,-0.14453134,-0.089786988,-0.112484889,-0.198485226,-0.198757681,-0.187142844,-0.172098739,-0.172188389,-0.086239427,-0.198240492,-0.176622608,0.032025289,FALSE
AP1S3,-0.326786366,-0.312027196,-0.321441946,-0.325507163,-0.328807825,-0.326248478,-0.3176655,-0.251448382,-0.274710098,-0.308668405,-0.301081991,-0.298335186,FALSE
PRKDC,-0.002440183,-0.091442317,-0.034593813,0.02717415,0.049241249,-0.045877824,-0.149701984,-0.170716727,-0.117383617,-0.186663886,-0.178614003,-0.129045104,TRUE
TSHZ1,-0.236008085,-0.272048583,-0.236620631,-0.258130544,-0.269322291,-0.259154463,-0.314117699,-0.315748944,-0.309976106,-0.297602744,-0.309315237,-0.31575079,FALSE
NGLY1,0.210254831,0.22520628,0.216836178,0.315093682,0.288611342,0.250954783,-0.063142742,-0.054957515,-0.033992486,0.063895531,0.022471314,0.034202971,FALSE
RPL18A,10.86528369,11.26470057,12.00681345,11.0212863,10.44960409,9.686433194,13.06438438,12.80722158,12.2044452,12.44422291,13.09221969,12.41705658,FALSE
RPSA,5.452390078,4.254010927,5.220683346,4.221955174,3.746791464,3.959866778,3.85309757,4.030800512,3.9188786,3.040512686,2.851166589,3.14404303,FALSE
ZNF786,-0.120794069,-0.141779333,-0.125825089,-0.072605637,-0.143534446,-0.137973519,-0.090912043,-0.131136455,-0.158749102,-0.12882862,-0.12819686,-0.080090224,FALSE
CA2,-0.318707776,-0.326296906,-0.326058614,-0.319067578,-0.327213327,-0.329634128,0.403799085,0.511289351,0.28006635,0.213433933,0.306807287,0.042812419,FALSE
ATN1,-0.282139945,-0.249705286,-0.285172633,-0.277462276,-0.275380509,-0.28096087,-0.303838821,-0.307273409,-0.291907686,-0.308451578,-0.303246658,-0.293637204,TRUE
LRP1B,-0.299695017,-0.315105609,-0.303277492,-0.294803274,-0.300030679,-0.318431533,-0.331230661,-0.324041592,-0.318924489,-0.322637553,-0.321225482,-0.305935134,FALSE
DPH5,-0.02806367,-0.008366688,-0.023186046,-0.080674747,-0.086025351,-0.060550743,0.133348608,0.181578409,0.142596799,-0.014944588,-0.062189468,0.079730634,FALSE
ATP2C2,-0.325019707,-0.321200145,-0.32178007,-0.31960771,-0.329859811,-0.332712074,-0.282871629,-0.2882634,-0.274843297,-0.261458055,-0.271047755,-0.282785016,FALSE
COMMD7,0.060176814,0.024787968,0.074626497,0.074185348,0.100447839,0.179002897,0.826659205,1.0341643,0.710941062,0.932473912,0.876939094,0.747536362,FALSE
PKMYT1,-0.301306413,-0.28911059,-0.289173895,-0.294969806,-0.281940485,-0.264175855,-0.299866306,-0.299589741,-0.289897742,-0.292176662,-0.28778589,-0.283318834,FALSE
SLC25A1,-0.096577982,-0.14536069,-0.101643967,-0.004352536,0.020364003,-0.029426324,-0.063893426,-0.070466357,-0.092489976,-0.030465824,-0.062949421,-0.098923735,FALSE
TXNIP,0.350273278,0.044479661,0.126479948,-0.057942096,-0.087547914,-0.121619834,-0.321435365,-0.320966093,-0.317483386,-0.322832161,-0.323210258,-0.308515738,TRUE
AMY1B,-0.246010844,-0.24989257,-0.22109786,-0.193900008,-0.179711512,-0.178517025,-0.166437336,-0.157237164,-0.003915453,-0.166252602,-0.150269495,-0.085980008,FALSE
POT1,-0.294449432,-0.307489734,-0.302943232,-0.303745215,-0.298014561,-0.297334791,-0.294771753,-0.296560701,-0.279800289,-0.291112964,-0.298506085,-0.279083323,FALSE
TTC7A,-0.324002871,-0.330246973,-0.322170559,-0.325197473,-0.328202023,-0.334233276,-0.31507325,-0.303640143,-0.313008066,-0.307637105,-0.316229687,-0.314990283,FALSE
RBM47,-0.178945141,-0.191043686,-0.169367066,-0.170700752,-0.199615962,-0.243476519,0.261264591,0.182690615,0.256315369,0.391593725,0.418196154,0.481780448,FALSE
ASCL2,-0.313465224,-0.335690681,-0.315039279,-0.317981836,-0.319455908,-0.315656887,-0.295295287,-0.308606605,-0.27784666,-0.294721619,-0.300804921,-0.281879721,FALSE
ZC3H8,-0.248369227,-0.222713993,-0.267140835,-0.297445137,-0.283826384,-0.252992897,-0.067616935,-0.016467996,-0.020227132,-0.183926781,-0.155246988,-0.118802212,TRUE
GUSB,-0.058166896,-0.049401559,-0.014358534,0.004752649,-0.010770718,0.008306919,-0.007347684,0.010509418,-0.040185842,0.086618855,0.050645638,0.075497025,FALSE
GAPDHS,-0.328436652,-0.334214803,-0.333485865,-0.3263243,-0.32584247,-0.332155128,-0.327404943,-0.321477225,-0.324331146,-0.320490098,-0.321500563,-0.308087186,FALSE
MDC1,0.273955084,0.306751546,0.340857466,0.204832268,0.186786749,0.229216074,0.583285291,0.522762052,0.584861491,0.343193099,0.363961824,0.39428829,FALSE
B4GAT1,-0.135920797,-0.15089422,-0.135905605,-0.06534435,-0.063511043,-0.133056662,-0.246043286,-0.248163177,-0.240230112,-0.212230339,-0.209860873,-0.227200017,FALSE
TOMM40,2.151989508,2.050063174,2.211256183,1.575726534,1.73840678,1.83784393,2.778779689,2.717117224,2.989162927,2.709760882,2.76152108,2.95289624,FALSE
CLEC2B,-0.314444317,-0.32366026,-0.316285551,-0.317132379,-0.328885912,-0.322256751,-0.309635282,-0.319666122,-0.313339933,-0.298545026,-0.329254868,-0.311769099,FALSE
MAFF,-0.199866502,-0.1059327,-0.192872188,-0.271678032,-0.253986532,-0.275081299,-0.172387099,-0.162190416,-0.211612619,-0.24214417,-0.231117129,-0.251505033,FALSE
BAG3,1.736159882,1.115595964,1.256877997,1.426593151,1.178482863,1.113090883,0.239473093,0.206286502,0.105801266,0.219286647,0.126099812,0.208502342,TRUE
PON3,-0.327471732,-0.337011176,-0.328912323,-0.321920891,-0.32220436,-0.329053663,-0.321895944,-0.315584571,-0.304362201,-0.309409493,-0.304694752,-0.296885104,FALSE
PPARD,-0.313650238,-0.318517011,-0.315222056,-0.316301426,-0.319394375,-0.323837015,-0.300371497,-0.29297342,-0.300341336,-0.297251258,-0.303514612,-0.290288683,TRUE
NES,-0.32595521,-0.331704816,-0.323514079,-0.330043833,-0.320850645,-0.331021526,-0.321326202,-0.32906307,-0.31711615,-0.316674906,-0.306180657,-0.313540202,TRUE
Mar-04,-0.173121893,-0.018237528,-0.19002232,-0.266575447,-0.251653668,-0.241073717,-0.322747566,-0.313130987,-0.324864166,-0.327223904,-0.321586541,-0.319432593,FALSE
EIF3A,0.786935459,0.919978685,0.903238913,0.765981496,0.77127679,0.748242864,0.81524194,0.687945518,1.480708237,0.700377286,0.787480951,1.11366186,FALSE
TTLL4,-0.298606396,-0.291523411,-0.305321198,-0.299580831,-0.299697378,-0.304879373,-0.251788555,-0.272036271,-0.277698411,-0.216630187,-0.227653393,-0.258152642,FALSE
FAR1,-0.017938235,0.066992144,-0.030000522,0.004962275,-0.027032883,-0.03331277,-0.207406275,-0.258908959,-0.173141317,-0.247025654,-0.232477159,-0.216600454,FALSE
PIGL,-0.120667519,-0.133990633,-0.172498207,-0.215307834,-0.206252927,-0.20783098,-0.265131128,-0.292248128,-0.238925594,-0.293830721,-0.302251762,-0.302311027,FALSE
UST,-0.096829601,-0.169205127,-0.131313624,-0.003947163,0.065503963,-0.051851228,-0.309399759,-0.316262327,-0.306071206,-0.265130204,-0.26481983,-0.268094074,FALSE
ID2,0.332182629,0.236144913,0.517099878,1.415187932,1.58786455,1.507398982,-0.274038015,-0.269361271,-0.246933687,-0.190775332,-0.19996557,-0.129520238,FALSE
HNRNPR,1.257241289,1.247589115,1.189125474,0.915802187,1.029370532,1.085654543,1.548136127,1.87470281,1.416973361,1.397161705,1.448065845,1.524749151,FALSE
VSNL1,-0.314829886,-0.332984092,-0.324695719,-0.326902339,-0.331027427,-0.328977987,-0.256540889,-0.252833167,-0.241662185,-0.201759213,-0.197654604,-0.195569518,FALSE
COPS7B,0.101340165,-0.021384385,-0.02212866,-0.047903457,-0.065193298,-0.067598613,0.112274894,0.133205878,0.06714735,0.107140626,0.06448756,0.090446832,FALSE
RAB12,-0.29786375,-0.295249729,-0.296118533,-0.297540089,-0.306870677,-0.302575133,-0.241083094,-0.243176449,-0.269128552,-0.270268246,-0.271000009,-0.289347312,FALSE
KIAA1804,-0.327270733,-0.330882035,-0.330148496,-0.327960582,-0.331834932,-0.331996871,-0.279723843,-0.286567132,-0.268164932,-0.289290471,-0.28491138,-0.274853077,FALSE
RAPGEF6,-0.190307455,-0.148133031,-0.204299093,-0.233224583,-0.217304607,-0.23821843,-0.209868427,-0.222906799,-0.228391622,-0.24743745,-0.252017463,-0.212365017,FALSE
CHCHD5,-0.106191299,-0.146224307,-0.102692003,-0.151963031,-0.141229906,-0.12499406,-0.196701561,-0.168210416,-0.200790174,-0.197513878,-0.179543056,-0.181824821,FALSE
RPS28,5.733982568,6.995103718,6.274627159,5.449900366,5.573757782,5.790833299,3.701387393,3.494961123,6.235316783,3.05530767,3.303883679,5.361099355,FALSE
PPP2R5D,-0.245289611,-0.22303519,-0.25412704,-0.260504106,-0.257504385,-0.22497863,-0.227528176,-0.254271492,-0.219991835,-0.254849054,-0.256070304,-0.252174132,FALSE
ETV4,-0.302536459,-0.306905479,-0.313494156,-0.324775301,-0.323893941,-0.332213145,-0.276584282,-0.27119189,-0.277348859,-0.292010207,-0.306857055,-0.306313925,FALSE
SMOC2,-0.327713138,-0.32778455,-0.325335612,-0.325962203,-0.336814231,-0.331499771,-0.324552271,-0.327431726,-0.3212736,-0.321068892,-0.325365399,-0.304996201,FALSE
PLEKHG2,-0.300751076,-0.278893688,-0.308065092,-0.289543653,-0.290126141,-0.293040834,-0.316145441,-0.309970375,-0.317458553,-0.311312149,-0.305055739,-0.307358159,TRUE
IFIT1,-0.241073393,-0.299346295,-0.242676571,0.333029056,0.202954784,0.177876538,-0.21004077,-0.199834328,-0.190697563,-0.198911017,-0.196918886,-0.196167868,FALSE
LOC344967,-0.333075578,-0.330872422,-0.329094252,-0.335856952,-0.32668737,-0.328858855,-0.329121645,-0.329297546,-0.307454364,-0.322140865,-0.328693132,-0.317082554,FALSE
PHF11,-0.073684127,-0.155849956,-0.14549265,0.070653127,-0.01446389,-0.0795835,0.286321014,0.317392798,0.28642727,0.25777715,0.284504724,0.204167941,FALSE
ATP5I,1.164834048,1.07606595,1.280659179,1.111174368,1.158515806,1.092505042,0.873902506,0.784517851,0.581996594,0.876464516,0.920849977,0.790097391,FALSE
WDR75,0.931401638,1.009178073,0.798936553,0.581394424,0.722431693,0.578157666,1.182411304,1.278832177,1.797893853,0.909568211,0.947074683,1.009048307,FALSE
MSC,-0.190955744,-0.195808831,-0.206256773,-0.066246761,-0.015801001,-0.065761791,-0.32408773,-0.322411674,-0.321532848,-0.321970067,-0.323643008,-0.319545719,FALSE
CA1,-0.331719426,-0.333163506,-0.324356398,-0.320392892,-0.330140517,-0.328257781,-0.332585928,-0.312652129,-0.325877077,-0.317520933,-0.314013851,-0.32297714,FALSE
MBD3L3,-0.329645496,-0.330194141,-0.332547907,-0.331761883,-0.320726847,-0.328588559,-0.321464526,-0.322984352,-0.312059873,-0.320944919,-0.326936379,-0.310286842,FALSE
UBR4,-0.158852148,-0.138431761,-0.155363834,-0.212584897,-0.201815261,-0.198727513,-0.167105648,-0.130514991,-0.241620419,-0.211187098,-0.180274434,-0.239508526,FALSE
CELF1,-0.224133529,-0.211378157,-0.202211251,-0.263317491,-0.24903231,-0.264681355,-0.204847298,-0.195722605,-0.207045614,-0.243142541,-0.260406967,-0.24420173,FALSE
ALDH5A1,-0.319449311,-0.329681161,-0.325561826,-0.329743528,-0.327485718,-0.326406848,-0.135514144,-0.158858051,0.006639466,-0.046272566,-0.08924032,0.0385704,FALSE
ZNF322,-0.204509855,-0.233205309,-0.222192998,-0.174275337,-0.187244752,-0.1858725,-0.237498157,-0.254422605,-0.218910444,-0.227327475,-0.221184329,-0.225634153,FALSE
RPS3,5.885568078,4.245049461,6.22799294,3.614751938,4.054563922,4.515198048,11.35670452,10.05493938,9.482027514,9.105322003,8.245907134,6.822449633,TRUE
GMDS,0.667904978,0.273862588,0.639337411,0.635590217,0.576672884,0.402905474,1.461614644,1.466112159,1.439928412,2.00462716,1.98430011,2.219570297,FALSE
ANXA7,0.528606974,0.462571702,0.456610905,0.591170118,0.629724937,0.570033091,0.49882628,0.470744796,0.408487054,0.566178177,0.580463407,0.585237275,FALSE
WNT10A,-0.327254451,-0.336736634,-0.331871958,-0.331789712,-0.332401177,-0.323404391,-0.249091628,-0.243698089,-0.274001211,-0.102672698,-0.078238183,-0.026652194,FALSE
STX19,-0.315808979,-0.323840213,-0.306580936,-0.326450842,-0.330274716,-0.33158885,0.40480361,0.333588404,0.306539749,0.457526198,0.419867737,0.305964207,FALSE
WNT9B,-0.317838211,-0.309844699,-0.32729389,-0.315379415,-0.317680255,-0.327670148,-0.320437944,-0.317936079,-0.323261945,-0.320496865,-0.312039637,-0.302086531,FALSE
REV1,-0.141877132,-0.182188986,-0.185091091,-0.145482544,-0.144114243,-0.185525545,0.0670223,0.02751,0.035976633,0.029670868,0.030375042,0.071378588,FALSE
SEMA3A,-0.275114083,-0.274137259,-0.248989845,-0.284438146,-0.260835199,-0.27876664,-0.304971924,-0.285866108,-0.284976921,-0.303186234,-0.304790967,-0.286158303,TRUE
LAMP2,1.880373949,1.627092301,1.847347571,2.460129685,2.363844512,2.219895227,0.299110419,0.21107996,0.289594561,0.622041358,0.580613757,0.480667963,FALSE
SMARCB1,-0.130149847,-0.003666783,-0.082970456,-0.086435424,-0.083451241,-0.065144664,-0.020732875,0.00344176,0.025754962,-0.024170555,-0.018789681,0.064980825,FALSE
URGCP,-0.061312501,0.012043276,-0.092352282,-0.15545289,-0.146917635,-0.158521654,-0.133936513,-0.113173278,-0.142127504,-0.120294527,-0.114625858,-0.176824123,FALSE
CPS1,-0.295567729,-0.299602034,-0.313010533,-0.308288678,-0.295381311,-0.304945081,-0.324151882,-0.315387173,-0.306504666,-0.318501572,-0.317486992,-0.319182211,FALSE
AKR1C4,-0.317028368,-0.327527579,-0.322941774,-0.318444655,-0.319300502,-0.32282919,0.056858355,0.001428868,0.157036199,1.431046522,1.428486308,0.882804187,FALSE
DUT,-0.207982688,-0.236454446,-0.202680784,-0.210556572,-0.202034043,-0.190856061,-0.162725915,-0.172936949,-0.136775607,-0.163807639,-0.145015656,-0.157183427,FALSE
RNF7,1.215255737,1.705340955,1.35507957,0.97123601,1.149793327,1.535589713,0.906922127,0.964667979,0.945530035,1.059232178,1.129909375,1.35960243,FALSE
PDLIM1,0.196261867,0.119637393,0.181518649,0.579736413,0.59149929,0.841024754,0.202092206,0.325109316,0.32007558,0.259087563,0.362659667,0.252317768,FALSE
SPAG9,0.134525968,0.160577034,0.051367986,0.166703361,0.178438105,0.175861883,-0.077591153,-0.113116736,-0.10816777,-0.170809136,-0.159172748,-0.17846226,FALSE
SLC4A4,-0.332832654,-0.327272763,-0.325818486,-0.325887081,-0.32871483,-0.335661442,-0.31477193,-0.308399075,-0.315658491,-0.314810244,-0.312870485,-0.308810069,FALSE
AKT1,-0.038799898,-0.050476659,-0.059378932,0.059973439,0.041594918,0.003953054,0.223361565,0.256715195,0.170804915,0.226037737,0.211210682,0.208696613,TRUE
SERPINA3,-0.199701716,-0.265102735,-0.20997988,-0.041955067,-0.233789461,-0.190387148,0.205314013,-0.037890508,0.116930494,0.48946391,0.255473389,0.471092159,FALSE
EID3,-0.270169774,-0.256234321,-0.274368615,-0.289934418,-0.292182353,-0.30881062,-0.318010934,-0.315278342,-0.323959996,-0.319731894,-0.316720166,-0.316265595,FALSE
FKBP14,0.454817179,1.123770716,0.514713932,0.418660965,0.359338573,0.551370685,0.362212053,0.275169238,0.513439228,0.308182477,0.236247411,0.329975379,FALSE
GLYR1,-0.148395908,-0.076918098,-0.152691755,-0.154265987,-0.140063719,-0.105032439,-0.325739981,-0.312964362,-0.317428451,-0.32052509,-0.318930938,-0.322369831,FALSE
GALNT16,-0.296877997,-0.303406024,-0.296160051,-0.238936323,-0.247718554,-0.241755805,-0.325338134,-0.318610383,-0.318460063,-0.32206842,-0.321577824,-0.316114773,FALSE
KLHL30,-0.33205963,-0.335517496,-0.324284584,-0.330486456,-0.330792761,-0.317152478,-0.314208917,-0.321738421,-0.316995744,-0.307186228,-0.31111583,-0.316860837,FALSE
CHD1L,-0.265910756,-0.244958854,-0.238953838,-0.247873516,-0.244538605,-0.222509872,-0.257805237,-0.243674071,-0.258197241,-0.25820132,-0.249604133,-0.240217845,FALSE
MAP3K4,-0.258727595,-0.261458703,-0.26580199,-0.285308054,-0.280078504,-0.279169845,-0.259920459,-0.26616238,-0.266010013,-0.256310966,-0.260405882,-0.265755881,FALSE
TAPT1,-0.30200695,-0.310628337,-0.304404822,-0.313134161,-0.306574369,-0.309281772,-0.257974215,-0.268108585,-0.248580608,-0.244068539,-0.258345219,-0.224568956,FALSE
ITGB4,-0.324955673,-0.329615679,-0.325726699,-0.326165437,-0.32619945,-0.326513548,-0.302906106,-0.287719675,-0.299093484,-0.295426702,-0.298658715,-0.291219694,FALSE
TMEM8B,-0.221905593,-0.249159662,-0.235280477,-0.117258368,-0.140143931,-0.18537621,-0.216285871,-0.2143793,-0.222456761,-0.214655882,-0.214392016,-0.235685517,FALSE
NDUFA13,0.320825001,0.374831158,0.471689115,0.31088876,0.361550814,0.338972137,0.163407342,0.243199843,0.212300651,0.299759114,0.386091248,0.418054126,TRUE
IRF3,-0.072353755,-0.031715487,-0.05210577,-0.155288549,-0.155237344,-0.146761889,-0.100204365,-0.043874731,-0.075031183,-0.165408264,-0.154020791,-0.109150357,TRUE
DHRS7,0.190828382,0.24693051,0.256722872,0.294819927,0.23366427,0.160969939,0.504456069,0.611253194,0.701760145,0.963492501,0.84592607,1.091278099,FALSE
SLC35A2,-0.014840918,-0.045585458,-0.038287372,-0.129981232,-0.107415592,-0.065375013,-0.186745288,-0.16268882,-0.19635756,-0.234049448,-0.234511073,-0.246625425,FALSE
DOK5,-0.327772712,-0.33171812,-0.331056345,-0.330999563,-0.328249417,-0.328877298,-0.31294756,-0.306535807,-0.317241823,-0.311290438,-0.311334303,-0.314876207,FALSE
NXT2,-0.257349058,-0.229622158,-0.230862046,-0.20374996,-0.214908501,-0.187485568,-0.281133991,-0.290394993,-0.18879177,-0.076459602,-0.066871805,0.024440697,FALSE
PREB,-0.208136126,-0.16017291,-0.196554402,-0.235240491,-0.227140286,-0.217425759,-0.059560548,-0.048773643,-0.04365051,-0.084932902,-0.078367676,-0.105875059,FALSE
MRPL36,2.98377457,2.589135392,2.959573062,2.30868446,1.902771849,1.999260226,2.709005024,2.691185341,3.136539213,2.230347823,2.439743771,2.535707101,FALSE
BCAR1,-0.121969277,0.026743603,-0.035641661,-0.124283735,-0.125098132,-0.139964156,-0.231061023,-0.249252241,-0.23646255,-0.26927277,-0.261753252,-0.256222124,TRUE
IDI1,0.103563291,0.284584356,0.238385615,0.39407565,0.48583917,0.323069443,0.817739233,0.869813956,0.852161619,0.887313857,0.789036304,0.676238854,FALSE
CASP8,-0.306995643,-0.315618069,-0.315339046,-0.319475325,-0.316498337,-0.321799375,-0.292623221,-0.27618843,-0.28760398,-0.308161729,-0.305949325,-0.31014836,TRUE
PSMD11,-0.227066738,-0.180738987,-0.26084514,-0.185230629,-0.237219166,-0.245435795,-0.261426312,-0.229404405,-0.146163721,-0.25434607,-0.25390993,-0.171687412,FALSE
TNFRSF14,-0.296835444,-0.300580236,-0.275658275,-0.269675271,-0.277952959,-0.289347778,-0.214560197,-0.206039441,-0.18118666,-0.124901721,-0.162724259,-0.135256945,TRUE
ZNF442,-0.28485543,-0.304057774,-0.300394459,-0.289019225,-0.29388109,-0.287717038,-0.312697831,-0.304584349,-0.297972434,-0.304348527,-0.300980713,-0.294040516,FALSE
NDUFC2,-0.300486876,-0.328269805,-0.318353944,-0.311360746,-0.315944159,-0.316829914,-0.285341257,-0.301193314,-0.276664429,-0.300920271,-0.305999079,-0.307260902,FALSE
PFN1,12.21837598,12.63149142,11.95512233,11.87914289,12.8472967,12.43923886,6.205641417,7.450548979,8.552136124,6.645152046,7.392090432,6.622059761,FALSE
VASP,-0.28499345,-0.288686472,-0.280400243,-0.278539789,-0.288142926,-0.297222217,-0.285388362,-0.26446949,-0.267518242,-0.272322883,-0.290907448,-0.284670561,FALSE
AGO4,-0.317284649,-0.330830279,-0.322513172,-0.319420727,-0.32176704,-0.310112822,-0.3271191,-0.322100942,-0.319439674,-0.300420905,-0.313419923,-0.306167674,FALSE
CMTM6,0.126327389,0.120417186,0.070791928,0.249496321,0.12412394,0.185127876,0.258352329,0.141462049,0.260848133,0.726214048,0.508689271,0.44181265,FALSE
MRPL35,0.044135377,0.138039429,0.056145113,-0.027957652,-0.007208181,0.025891125,0.170862335,0.316065556,0.317879435,0.10717657,0.167259287,0.369017772,FALSE
RPP40,1.315978732,1.408595073,1.398381507,1.053482143,1.294156667,1.508560062,2.552139134,2.944709838,2.912276513,2.296589807,2.259756823,2.202641709,FALSE
DNAJC21,-0.305120855,-0.315982171,-0.30274537,-0.300348872,-0.285606456,-0.297110713,-0.295704275,-0.297962649,-0.298877983,-0.278908266,-0.272257796,-0.265926507,FALSE
NOC3L,0.939867869,0.53664972,0.660417813,0.634406966,0.669081537,0.636943423,0.322816135,0.22237928,0.536578901,0.31745621,0.292785233,0.377447454,FALSE
MYRFL,-0.32278326,-0.317584951,-0.31914315,-0.326968989,-0.329998625,-0.332821462,-0.322420077,-0.321358637,-0.321255539,-0.309303106,-0.31184359,-0.31280602,FALSE
