IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,label
SLTM,-0.107153371,-0.093247094,-0.152112256,-0.110172621,-0.102527908,-0.126287302,0.009041238,-0.011172788,0.054640232,-0.010852561,0.004928856,0.028031897,TRUE
INHBB,-0.312970128,-0.322732045,-0.318676359,-0.316118582,-0.309366773,-0.308314827,-0.035332319,-0.049217975,0.025617248,0.003027883,0.103722978,0.004429863,TRUE
CCT5,-0.200048062,-0.181356515,-0.228639552,-0.203547639,-0.203182162,-0.193308889,-0.265813771,-0.274023006,-0.251319832,-0.258076117,-0.257727418,-0.245622562,FALSE
EPB41L4A,-0.270971254,-0.275824503,-0.256313377,-0.274705546,-0.287935877,-0.26625684,-0.27260581,-0.267541911,-0.279226808,-0.27781989,-0.261774231,-0.268321494,FALSE
TEAD2,1.101436724,0.791835794,1.064648367,1.432954949,1.446999041,1.263941722,1.252956093,0.970479198,0.752608877,1.442529226,1.369421869,0.804727932,FALSE
MEST,-0.327408531,-0.325796206,-0.327579724,-0.320880848,-0.32627542,-0.325916282,-0.266751203,-0.246299033,-0.254963126,-0.283460385,-0.28901703,-0.289330932,FALSE
NCCRP1,-0.324253638,-0.329980159,-0.316504733,-0.324179658,-0.324386567,-0.330495269,-0.151751783,-0.179984467,-0.134064477,0.218365353,0.140909671,0.197054522,FALSE
LOXL3,-0.321382335,-0.325998101,-0.315876361,-0.319807109,-0.32573662,-0.331717577,-0.314216394,-0.295254125,-0.292150829,-0.311353401,-0.315957681,-0.315385162,FALSE
DYNC2LI1,-0.268474789,-0.275940703,-0.280371143,-0.270053984,-0.270093791,-0.277120482,-0.146775216,-0.140979687,-0.155226414,-0.194705125,-0.201814451,-0.162261918,FALSE
SNX15,-0.312930165,-0.321164385,-0.30593461,-0.30782889,-0.311816353,-0.311885429,-0.287788455,-0.272524135,-0.277833115,-0.286568927,-0.290030301,-0.293999566,FALSE
RAPGEF3,-0.321559948,-0.326121914,-0.329190677,-0.325978272,-0.329312318,-0.335920239,-0.314469862,-0.29898066,-0.317337395,-0.310559482,-0.310954507,-0.30661959,TRUE
CDK1,0.648290924,0.586057368,0.560829743,0.414110199,0.417966974,0.720531499,0.904213237,0.936246111,1.308035515,0.677846833,0.786676508,1.329144866,TRUE
TMPRSS3,-0.326800242,-0.331885787,-0.327304157,-0.325000228,-0.323415818,-0.330124563,-0.236489084,-0.242026027,-0.234192719,-0.215660947,-0.204765825,-0.208371991,FALSE
MARVELD2,-0.316144964,-0.323964526,-0.317549029,-0.323302519,-0.321680235,-0.321643992,-0.301958723,-0.299567224,-0.295381835,-0.302077497,-0.300976734,-0.299444867,FALSE
RNASEL,-0.317746814,-0.322724855,-0.310902493,-0.307697052,-0.306082841,-0.304270086,-0.244648092,-0.249681562,-0.23541427,-0.231326383,-0.251090038,-0.206441839,FALSE
ANKDD1A,-0.231807532,-0.267718194,-0.271647911,-0.275842781,-0.275415475,-0.306945424,-0.269718222,-0.298188068,-0.283573445,-0.31111385,-0.302085375,-0.303050327,FALSE
ZNF561,-0.307737937,-0.291076606,-0.303029883,-0.299335416,-0.300172057,-0.296667437,-0.276453436,-0.293382226,-0.269358828,-0.29359696,-0.288540055,-0.271435184,FALSE
NAGA,-0.297633223,-0.297398004,-0.293762884,-0.281835726,-0.289422913,-0.296357567,-0.315897207,-0.315963604,-0.312153939,-0.297965327,-0.309458474,-0.301064235,FALSE
PRR13,2.957544422,2.329758123,2.909081833,2.41732986,2.33661674,2.551279244,2.347233625,2.516762093,2.147709726,1.889892758,1.933478755,1.501122132,FALSE
FAAH2,-0.312618601,-0.326420297,-0.330387876,-0.319802727,-0.323784427,-0.325619777,-0.293792425,-0.304501787,-0.306117863,-0.281959561,-0.288736102,-0.280649747,FALSE
GOLM1,-0.256737772,-0.236153116,-0.222508431,-0.233647851,-0.216192992,-0.200943272,-0.24545074,-0.243267643,-0.232498012,-0.25499036,-0.255561136,-0.253815194,FALSE
SP6,-0.325405053,-0.328656318,-0.312832494,-0.32541002,-0.31584893,-0.322962359,-0.313681794,-0.303896084,-0.311843143,-0.304425241,-0.302193165,-0.304575728,FALSE
STRIP1,-0.262911313,-0.224835737,-0.272459559,-0.280113439,-0.244186991,-0.265469844,-0.209904316,-0.226817222,-0.244514666,-0.242475634,-0.236706997,-0.241484381,FALSE
PDXK,1.076163839,0.669306797,0.839032705,1.842812458,1.710211702,1.160870645,1.209328235,0.897479635,0.965560989,1.283593335,1.206051884,0.829875842,FALSE
TMC7,-0.26153777,-0.283603975,-0.307403057,-0.309008123,-0.305310755,-0.307826501,-0.308978808,-0.318298599,-0.303703734,-0.313186581,-0.309868653,-0.295231733,FALSE
DOCK10,0.219898491,0.148121367,0.139554585,0.153043148,0.13068228,0.347046685,-0.313480665,-0.312165766,-0.310338075,-0.315451097,-0.316430798,-0.306379738,FALSE
DEPDC7,-0.282431009,-0.285811594,-0.290206096,-0.300736082,-0.30477088,-0.28711248,-0.291231329,-0.292514577,-0.271586078,-0.269407141,-0.268154315,-0.254440784,FALSE
RNF38,-0.226986787,-0.195864457,-0.212403603,-0.180015246,-0.182680114,-0.15776338,-0.042244313,-0.041907486,-0.037088914,0.090612576,0.104422285,0.023453964,FALSE
SYNM,-0.276331844,-0.271023047,-0.260570975,-0.219694917,-0.224557386,-0.190807377,-0.280507051,-0.294777931,-0.279077355,-0.287364655,-0.280579539,-0.259663966,FALSE
GSDMC,-0.276576432,-0.287048445,-0.290174428,-0.284610521,-0.303906495,-0.303194874,-0.188515824,-0.206996407,-0.212521429,-0.08428445,-0.123689228,-0.072013496,TRUE
SPG11,-0.159131889,-0.154622077,-0.16079402,-0.066097759,-0.037193073,-0.103203084,-0.189771947,-0.217341389,-0.18985209,-0.161036278,-0.163249462,-0.175938206,FALSE
CARMIL1,-0.145127824,-0.229958607,-0.22435652,-0.112316837,-0.133956617,-0.238524941,0.03170467,-0.017158512,0.080764455,0.078419121,0.065536881,0.025110162,FALSE
ADPGK,-0.158704877,-0.110583772,-0.140057727,-0.114871051,-0.135363807,-0.096910104,-0.226011856,-0.20275949,-0.247368275,-0.221757735,-0.225441898,-0.221659287,FALSE
HOXB13,-0.329255191,-0.328458217,-0.331696313,-0.332548964,-0.324431251,-0.329062399,-0.324845217,-0.322385404,-0.322560659,-0.309449297,-0.321187214,-0.310964716,FALSE
FUT11,-0.270675232,-0.246442306,-0.264541317,-0.239321244,-0.238831464,-0.254752065,-0.301916105,-0.306508787,-0.289229492,-0.304641633,-0.301107311,-0.298941397,FALSE
TRIM4,0.143323868,0.060585769,0.094530945,0.149638382,0.084285665,0.131030121,0.404173679,0.303069467,0.228184765,0.193101776,0.166235889,0.24356865,FALSE
SHQ1,-0.055755796,-0.110908301,-0.064724089,-0.137120542,-0.114630279,-0.123453669,-0.24062102,-0.208851043,-0.21760856,-0.270862057,-0.267984793,-0.298962604,TRUE
DUS2,-0.073261062,-0.104346198,-0.042499151,-0.147500278,-0.110570598,-0.097812834,-0.121139008,-0.133906025,-0.077525834,-0.159597525,-0.164003266,-0.178872738,FALSE
IFT52,-0.240337408,-0.249573398,-0.222767261,-0.222635587,-0.206108253,-0.220674918,-0.240068849,-0.224463462,-0.248539971,-0.245587625,-0.242344611,-0.240864641,FALSE
PSMA5,3.73486401,4.284077557,3.799759501,3.362704982,3.868552592,3.951637294,6.120068008,5.689338812,5.827262669,5.364774038,5.564658642,5.752540953,FALSE
STOX2,-0.330893673,-0.323086567,-0.327921215,-0.325139771,-0.320409662,-0.331073868,-0.275687051,-0.276145592,-0.2580663,-0.216075095,-0.210218243,-0.194556727,FALSE
RNF182,0.304292168,0.597741188,0.173334097,0.115468373,0.108748136,0.085891724,-0.31417901,-0.313826757,-0.307103683,-0.315055223,-0.318546079,-0.316133237,FALSE
C19orf70,0.869451615,0.656856258,1.012695423,1.12711392,1.126216851,1.01886791,0.359814951,0.42739577,0.626296021,0.63655976,0.71391635,0.810643797,FALSE
FBXO45,-0.105291022,-0.1648732,-0.193737946,-0.2261616,-0.229485481,-0.260401411,-0.262708231,-0.288259121,-0.260530473,-0.284719101,-0.284867251,-0.29222115,FALSE
CSF3R,-0.326673286,-0.329547389,-0.327356652,-0.328081719,-0.329731215,-0.3258785,-0.321484377,-0.326904157,-0.319889238,-0.308058165,-0.311294044,-0.317783866,FALSE
ZP3,-0.19780366,-0.228043923,-0.23970882,-0.220322405,-0.209386324,-0.241816099,-0.209872913,-0.206235525,-0.222346327,-0.213973415,-0.216583617,-0.205703636,FALSE
LIMK2,-0.321747867,-0.322121246,-0.320288041,-0.321695325,-0.318506494,-0.321843205,-0.300293986,-0.307480163,-0.294804265,-0.278529496,-0.281618732,-0.287510304,FALSE
GNG12,0.37588659,0.189564976,0.27655401,0.24509273,0.379959292,0.374464607,0.049802194,0.182107179,0.064032611,0.002770963,-0.001716964,-0.11637444,FALSE
RPP14,-0.292714076,-0.304670688,-0.275665007,-0.282549328,-0.300227729,-0.292768298,-0.291794591,-0.292961161,-0.285867922,-0.296174846,-0.279548665,-0.290605805,FALSE
ARRDC2,-0.305303748,-0.306513276,-0.295543273,-0.309575718,-0.307691965,-0.309688038,-0.295199932,-0.285399759,-0.286874562,-0.293132405,-0.28779445,-0.283183551,FALSE
RAB20,-0.320805832,-0.320219636,-0.320437298,-0.3145694,-0.322911984,-0.321243512,-0.258597791,-0.251975276,-0.278341828,-0.224369636,-0.242092861,-0.25517204,FALSE
CERS1,-0.317576971,-0.322897386,-0.318767623,-0.315190972,-0.311799505,-0.317174131,-0.315807484,-0.321902793,-0.30313858,-0.307828891,-0.302117929,-0.293577631,FALSE
KPNA7,-0.329780926,-0.332522061,-0.325629787,-0.332427608,-0.32342329,-0.327470412,-0.30587738,-0.293333815,-0.311516543,-0.304648146,-0.304866564,-0.309516463,FALSE
NDUFAF1,-0.134591658,-0.141823168,-0.09541111,-0.132955062,-0.117685661,-0.127378942,-0.157274987,-0.179532629,-0.203774725,-0.175955018,-0.14657752,-0.127480764,FALSE
PRAME,-0.294534439,-0.31506621,-0.299213019,-0.268580594,-0.276869229,-0.288568199,-0.321539095,-0.325196205,-0.318954841,-0.318131486,-0.318629248,-0.315259727,TRUE
GFRA1,-0.300449133,-0.299142926,-0.28834448,-0.273687001,-0.267877394,-0.249016683,-0.317776102,-0.318740436,-0.315545855,-0.319511232,-0.317800413,-0.313788957,FALSE
MCF2L,-0.329779816,-0.335106913,-0.326840714,-0.329071997,-0.327764079,-0.331082081,-0.318756308,-0.319263446,-0.311391246,-0.302782182,-0.30479245,-0.292996282,TRUE
SLC7A3,-0.326216265,-0.308896105,-0.31404847,-0.325635421,-0.320268284,-0.325659351,-0.312711663,-0.309372928,-0.303419276,-0.31780018,-0.320255376,-0.309716096,FALSE
POLE,-0.248083566,-0.244288263,-0.238931396,-0.260502158,-0.246446846,-0.252332089,-0.225240237,-0.201405478,-0.223815461,-0.246339568,-0.24674807,-0.262168702,FALSE
ZNF419,-0.162522082,-0.183908914,-0.185260153,-0.186157509,-0.176464597,-0.191627376,0.341262457,0.274695634,0.29994454,0.301162404,0.195383936,0.284346803,FALSE
ACSS2,-0.212297678,-0.226283295,-0.220433811,-0.005702263,-0.004404117,-0.1545219,0.986040875,0.725944921,0.540323492,1.054530358,0.960666483,0.594707412,FALSE
ZNF408,-0.239668398,-0.239563364,-0.221558392,-0.218324392,-0.233562376,-0.218221715,-0.205107868,-0.163012781,-0.181973811,-0.206730437,-0.208955151,-0.157527361,FALSE
SLC16A9,-0.245916685,-0.257627028,-0.230090793,-0.240787891,-0.234056834,-0.150631161,-0.32139499,-0.332300165,-0.317644429,-0.318755597,-0.32250883,-0.310669289,FALSE
ZSWIM6,0.076976807,0.140915589,0.109507157,0.133753975,0.069126324,0.032320001,-0.1475176,-0.157498409,-0.137001618,-0.133000859,-0.155492951,-0.158526989,FALSE
SATB2,-0.205094499,-0.187610239,-0.186430123,-0.21322838,-0.18302074,-0.192465146,-0.325826265,-0.329171001,-0.321374364,-0.319545898,-0.316853275,-0.319256141,FALSE
ZNF556,-0.291116297,-0.303059578,-0.27651705,-0.300303928,-0.307750079,-0.300535962,-0.323895274,-0.316908561,-0.323497188,-0.325293167,-0.31467144,-0.315513132,FALSE
VDR,-0.32000413,-0.321544553,-0.321565002,-0.324445378,-0.323430469,-0.318370753,-0.30881469,-0.307778962,-0.305957084,-0.307184419,-0.304039695,-0.301703353,TRUE
MRPS33,0.562100763,0.598618647,0.58645687,0.421511357,0.383475069,0.387399639,0.396275429,0.40932789,0.470046605,0.340069528,0.342331559,0.653260216,FALSE
CPA2,-0.329930861,-0.327386963,-0.327858453,-0.326913989,-0.323982211,-0.332001537,-0.321218535,-0.313620353,-0.317331374,-0.314461774,-0.319015578,-0.310008233,FALSE
KCNS1,-0.325751917,-0.325764317,-0.322647075,-0.317906605,-0.306295275,-0.312101218,-0.080276864,-0.068885676,-0.12378185,-0.158367203,-0.144550497,-0.152784432,FALSE
TARDBP,-0.178405147,-0.160257503,-0.207580843,-0.203327788,-0.219017994,-0.216443135,-0.260453564,-0.269313986,-0.247204223,-0.259738499,-0.262140282,-0.26962825,TRUE
SNRNP35,-0.269599932,-0.278546857,-0.245549506,-0.272994946,-0.278588795,-0.273825889,-0.288137627,-0.28981631,-0.296043688,-0.279318711,-0.264277988,-0.246767709,FALSE
EXOC4,-0.124598693,-0.138233737,-0.131573201,-0.139651383,-0.1594721,-0.169051271,-0.153436708,-0.175624082,-0.18841475,-0.152176874,-0.173722055,-0.203169466,FALSE
OMA1,-0.220995695,-0.202415153,-0.204550816,-0.166521029,-0.186268045,-0.195486568,-0.076783271,-0.164882053,-0.07258319,-0.033231153,-0.061848375,-0.053606308,FALSE
PTCHD1,-0.294533872,-0.291187346,-0.306214385,-0.288534968,-0.297314458,-0.297190856,-0.228778318,-0.248337307,-0.238094044,-0.210016121,-0.189381571,-0.211986226,FALSE
GNAO1,-0.32518057,-0.333468066,-0.326518299,-0.329183079,-0.327139122,-0.330420079,-0.315115345,-0.316861776,-0.313944469,-0.307769787,-0.307861427,-0.308478127,FALSE
FBXO7,-0.141476639,-0.152721556,-0.144507951,-0.178186881,-0.176701448,-0.194035405,-0.114705862,-0.063296498,-0.148647083,-0.127163825,-0.137047906,-0.180317214,FALSE
SAT1,1.220822432,0.887910279,1.474077955,1.734055671,1.789742478,1.3499886,4.176336634,4.302039374,3.956854107,7.380482936,8.164450018,6.364185817,FALSE
WWC3,-0.244290043,-0.242990915,-0.223583397,-0.20082105,-0.233645885,-0.20384448,-0.286007451,-0.27746658,-0.279676071,-0.226481448,-0.234651037,-0.261009661,FALSE
DAGLA,-0.313663559,-0.32667023,-0.308520662,-0.307050647,-0.308300209,-0.293726282,-0.308494303,-0.304823778,-0.311749076,-0.296964424,-0.294961856,-0.28887492,FALSE
MAP6D1,-0.222174233,-0.234853077,-0.227854834,-0.20387705,-0.190489615,-0.175015341,-0.186633134,-0.177732033,-0.1880731,-0.150349123,-0.150693058,-0.16262495,FALSE
MICALL1,-0.277457098,-0.274537922,-0.256161521,-0.207922013,-0.219324924,-0.194719359,-0.288512221,-0.284630684,-0.267827421,-0.259531515,-0.241229097,-0.26742278,FALSE
SGO1,0.023863784,-0.014885726,-0.02904375,-0.160826454,-0.140613483,-0.126615466,-0.185431592,-0.159168783,-0.1739454,-0.223484166,-0.21107839,-0.223889253,FALSE
KLF9,-0.18996259,-0.213864035,-0.191559588,-0.196425493,-0.221615545,-0.251875124,-0.235667557,-0.259007282,-0.26686493,-0.222616066,-0.242909602,-0.25811096,FALSE
ENTPD6,-0.172036972,-0.137408956,-0.172095375,-0.18858792,-0.166981264,-0.174533362,-0.209760011,-0.200149789,-0.252451643,-0.219185276,-0.239870514,-0.238416102,FALSE
ALKBH1,-0.260317172,-0.262305273,-0.262349743,-0.286212779,-0.277948563,-0.281454672,-0.265496999,-0.271016559,-0.276411804,-0.28738311,-0.28346888,-0.28489006,TRUE
YIPF3,0.492423085,0.51084119,0.602876843,0.853878015,0.642300242,0.669229669,0.525069951,0.684297792,0.587081467,0.593607048,0.669426007,0.712509176,FALSE
MRPL11,0.051108424,0.019089994,0.165810832,0.063463297,0.094476988,0.144737215,0.379160697,0.510597209,0.450420012,0.318101743,0.335742166,0.378102903,FALSE
KLHL26,-0.320023594,-0.325300594,-0.313414487,-0.321400115,-0.317492728,-0.317902886,-0.308182516,-0.316669132,-0.295425105,-0.308214633,-0.295704086,-0.295764088,FALSE
SLC10A3,0.040676359,0.08612091,0.087252297,-0.005561351,0.001967245,0.121821746,0.124496676,0.223580178,-0.011002568,0.054363431,0.084144334,-0.043733614,FALSE
PHB,0.167731259,0.056551071,0.174294609,0.013134737,0.150685476,0.237866309,0.252962214,0.401088607,0.288404428,0.224100101,0.295617423,0.189733913,TRUE
ZMYND15,-0.331956318,-0.332364641,-0.327508285,-0.317772211,-0.320060978,-0.325992368,-0.310814393,-0.313611346,-0.292487212,-0.282443006,-0.28996881,-0.290593373,FALSE
SIGMAR1,0.35096671,0.533615142,0.397984945,0.584259241,0.64156057,0.680360173,0.226095939,0.255527995,0.279668824,0.277937725,0.272337218,0.282772407,TRUE
RPS2,5.184720987,4.128534251,3.594895094,5.46867899,5.973286941,4.913011787,4.862052918,6.011449574,6.692022229,4.497331896,5.212649603,4.535540031,FALSE
CRAT,-0.287017131,-0.270571283,-0.277789505,-0.263560349,-0.252188415,-0.276239144,-0.301641701,-0.307938606,-0.303706744,-0.271392543,-0.271139629,-0.296715452,FALSE
AARD,-0.138406643,-0.13749278,-0.15134599,0.049820614,0.0124644,0.04787549,-0.203077135,-0.218209788,-0.181504982,-0.094504807,-0.115937057,-0.117853041,FALSE
CALM2,6.732428064,7.616361802,6.108018671,6.018897759,6.184702409,6.389062193,8.089736836,8.879185565,8.1063951,9.211057323,8.274988626,9.496076915,FALSE
EPB41L5,-0.311723504,-0.316178786,-0.319867649,-0.307064525,-0.300899826,-0.301438693,-0.298828135,-0.297050593,-0.296007943,-0.302689401,-0.305681135,-0.306947925,FALSE
GEMIN5,-0.217092274,-0.204387321,-0.240403583,-0.266205133,-0.251332088,-0.231088427,-0.237888204,-0.222960839,-0.214096483,-0.251745024,-0.254323726,-0.252655055,FALSE
RTN4RL1,-0.263504837,-0.271154974,-0.261712145,-0.250129726,-0.22705458,-0.258973021,-0.315616822,-0.312973369,-0.302381531,-0.314041293,-0.301267187,-0.296349824,FALSE
ZNF738,0.506062302,0.909573756,0.560805805,0.756157596,0.478132955,0.947650007,0.745654198,0.444508561,1.085116088,0.686619391,0.61363584,1.217770846,FALSE
DESI2,0.693281471,0.575016454,0.565511119,0.229948585,0.284283555,0.237022566,0.352046426,0.439352207,0.253601229,0.330063392,0.361704753,0.295820217,FALSE
NVL,-0.250306322,-0.24793614,-0.241383545,-0.280810607,-0.255296906,-0.267271945,-0.205750136,-0.136880498,-0.179666541,-0.251002489,-0.24829221,-0.238844911,FALSE
BCL6,0.301228339,0.204038824,0.274131036,0.412693585,0.288798137,0.216878756,0.14812675,-0.015728693,-0.036831798,0.173323988,0.052697257,-0.001235181,TRUE
C14orf169,-0.145673245,-0.168887519,-0.158411441,-0.106551778,-0.109165606,-0.082290945,-0.121741648,-0.158176166,-0.110921042,-0.097210792,-0.074454696,-0.10627725,FALSE
PPP1R1B,-0.321709686,-0.327496806,-0.321786479,-0.32523129,-0.326148204,-0.330183184,-0.311757508,-0.322406995,-0.312164249,-0.266530359,-0.272888618,-0.278020393,FALSE
CAPZA3,-0.313722764,-0.333479191,-0.33092132,-0.333114149,-0.325807675,-0.32673755,-0.326889035,-0.309658141,-0.326600112,-0.325779723,-0.321256155,-0.312115714,FALSE
ARHGAP8,-0.327039663,-0.329902141,-0.323804477,-0.326033174,-0.32827486,-0.335295645,-0.314546874,-0.306116719,-0.306114602,-0.308670334,-0.310575266,-0.308483222,FALSE
THAP11,0.534946657,0.578730852,0.640339814,0.444458747,0.489069627,0.574708026,0.449680115,0.364476241,0.308477524,0.268617493,0.273186332,0.233656834,FALSE
SMIM11A,-0.103533391,-0.080381601,-0.088103848,-0.125959824,-0.122186692,-0.145071976,-0.095768492,-0.113975628,-0.103479796,-0.132091868,-0.122931446,-0.124444769,FALSE
WBP4,-0.162322267,-0.218683525,-0.099544904,-0.094456328,-0.093774419,-0.103968427,-0.222025159,-0.229147714,-0.203692698,-0.17527038,-0.157863599,-0.096928868,FALSE
CAMK2N2,-0.280771805,-0.294781007,-0.28918923,-0.292835573,-0.308591756,-0.310392825,-0.31455809,-0.314199786,-0.31222242,-0.316146591,-0.314256197,-0.303997305,FALSE
NMT1,-0.211628446,-0.250124405,-0.222624381,-0.201050396,-0.210511856,-0.164482737,-0.21978582,-0.165770342,-0.182098731,-0.244015707,-0.232989341,-0.210283129,TRUE
DDIAS,-0.037138227,0.045898515,0.025884986,-0.14968637,-0.116942144,-0.008043033,0.043976174,0.038063263,0.050809834,-0.043340781,-0.031059611,0.015530336,TRUE
SSB,0.316318065,0.59929193,0.407761561,0.344131232,0.411658793,0.425937798,0.577416278,0.465289719,0.799243794,0.534774136,0.551352978,0.622012127,FALSE
THRAP3,-0.265868573,-0.265170409,-0.2560149,-0.264097925,-0.264676586,-0.261519184,-0.250695429,-0.175824107,-0.234020577,-0.233171505,-0.244809304,-0.216073218,FALSE
GRTP1,-0.30348114,-0.296648588,-0.304379388,-0.310035433,-0.306940634,-0.311609906,-0.072238422,-0.075769071,-0.053388301,-0.121350071,-0.127115346,-0.135742499,FALSE
TNPO2,0.752892919,0.830133316,0.614509215,0.881910826,1.084711704,0.847042958,1.0852038,1.713174326,1.119695032,0.699125252,0.865697144,0.839894056,FALSE
DSG2,-0.132996839,-0.170215243,-0.112845082,-0.122750622,-0.118239454,-0.031779099,0.460897372,0.449238221,0.48299847,0.51276657,0.497309871,0.75897431,FALSE
ZNF781,-0.324434878,-0.329927404,-0.325036761,-0.322630842,-0.321549845,-0.324676913,-0.307402298,-0.298612885,-0.298321233,-0.313465575,-0.316526724,-0.313368722,FALSE
STK4,1.487212708,1.455367266,1.521161011,1.801712764,1.95952827,2.060748949,0.662234143,0.699736832,0.481553604,0.448067193,0.50044228,0.504247329,TRUE
CPOX,-0.120207945,-0.13644152,-0.117327846,-0.146454343,-0.169236724,-0.086555209,0.074988216,0.026881405,0.186490235,0.11096548,0.072335222,0.191940114,FALSE
UBE2F,0.831834609,0.641321922,0.65774723,0.554333048,0.734635642,0.851097406,0.457889779,0.469314602,0.545895274,0.70510317,0.70289866,0.691982807,FALSE
ORMDL1,0.345716759,0.473912921,0.282434904,0.179695135,0.25089191,0.268758138,0.578771845,0.646776872,0.878583469,0.369309216,0.347544526,0.542575772,FALSE
ST3GAL4,-0.236908732,-0.184162693,-0.215566411,-0.263910212,-0.246576503,-0.270765266,-0.209065405,-0.217216796,-0.209194476,-0.206031325,-0.188140905,-0.236937428,FALSE
MOCOS,-0.321814527,-0.335905393,-0.329269598,-0.322758662,-0.317063465,-0.333185242,0.17026144,0.10095277,0.11393917,0.264529929,0.157096198,0.261306373,FALSE
NT5C3B,-0.043453118,-0.094212735,-0.05205939,-0.126332512,-0.125037332,-0.148528523,-0.174800152,-0.143201723,-0.149517765,-0.183115492,-0.159816834,-0.122027784,FALSE
TERF2IP,-0.159247338,-0.171071554,-0.172403203,-0.195612557,-0.187644469,-0.192713042,-0.110684023,-0.079320725,-0.043579771,-0.125564648,-0.151885254,-0.160265917,FALSE
DIAPH3,-0.022336013,-0.007374452,0.013390472,-0.120242058,-0.064637308,-0.038508324,-0.124166415,-0.139503334,-0.106424086,-0.177367175,-0.151389892,-0.165606832,FALSE
PFKFB2,-0.315617601,-0.310485887,-0.321519271,-0.315514783,-0.318163017,-0.322532523,-0.299288215,-0.304890202,-0.296493528,-0.30016688,-0.302565485,-0.308359786,FALSE
GPR27,-0.324842093,-0.331541167,-0.328238693,-0.328431033,-0.318503619,-0.332002284,-0.323772652,-0.324752298,-0.307741832,-0.322186676,-0.308253256,-0.315092659,FALSE
RIN1,-0.272955342,-0.268841742,-0.275171286,-0.299997159,-0.300251903,-0.303289701,-0.3073937,-0.310864293,-0.288231632,-0.307323735,-0.308453643,-0.307688687,FALSE
IL15,-0.288369582,-0.309369863,-0.285889152,-0.303514846,-0.29761311,-0.306468896,-0.270799123,-0.275557903,-0.248471866,-0.259042643,-0.270378012,-0.257558788,FALSE
EFNA4,-0.253521862,-0.275133148,-0.2292582,-0.256227848,-0.273059659,-0.253267674,-0.23141356,-0.228391523,-0.223663073,-0.2048665,-0.205029511,-0.195662022,FALSE
EIF2D,-0.32927088,-0.331262318,-0.324316751,-0.326561132,-0.331477677,-0.337424492,-0.172459127,-0.14327828,-0.166744025,-0.082837012,-0.097952831,-0.087780849,FALSE
ZNF418,-0.31541601,-0.326651005,-0.323156506,-0.31977205,-0.321252071,-0.317009116,-0.254193882,-0.24561277,-0.23707436,-0.27661345,-0.277551302,-0.26922679,FALSE
CTSH,-0.274564962,-0.272855099,-0.239569868,-0.264812257,-0.25505041,-0.25294847,0.095802854,0.098877469,0.06091712,0.264168793,0.197036951,0.134035203,TRUE
UBAC1,0.501044728,0.580176622,0.724033051,0.958340041,0.878812186,0.890753338,0.516725703,0.375682117,0.51506395,0.401199162,0.417588964,0.445388494,FALSE
UBXN1,0.947830864,1.021605542,1.093418852,0.831659201,0.737009039,0.926332423,1.745805093,1.860629541,1.77315053,1.463698001,1.347740966,1.50454039,FALSE
PCDH7,-0.309864282,-0.314341312,-0.304393545,-0.286669888,-0.296120983,-0.295077784,-0.314221479,-0.314378795,-0.310308161,-0.310351123,-0.303477778,-0.310234081,FALSE
SLC45A1,-0.270912049,-0.295067854,-0.282214295,-0.254791149,-0.260961194,-0.287288447,-0.326476533,-0.310106977,-0.31647198,-0.318532692,-0.315745719,-0.3154539,FALSE
KNSTRN,-0.070962451,-0.10588079,-0.092102429,-0.156953865,-0.095385252,-0.117136795,-0.124477455,-0.047972794,-0.122440082,-0.174930594,-0.145557136,-0.146227255,FALSE
PRRX2,2.220622229,1.015799391,1.724312354,2.275991688,2.063195908,1.709370955,-0.222458821,-0.240045859,-0.184359344,-0.193553689,-0.180062472,-0.154701786,FALSE
COL6A1,-0.206709299,-0.156890705,-0.202769305,-0.254927734,-0.259677069,-0.233359067,-0.326684541,-0.319722414,-0.322667443,-0.322627131,-0.313385199,-0.319571898,FALSE
SP100,-0.301850551,-0.303522788,-0.297143379,-0.275889527,-0.277337878,-0.285563875,-0.304113897,-0.307071958,-0.289731131,-0.296567223,-0.295082185,-0.278874257,TRUE
RAB3IP,0.17807464,0.169861747,0.128753684,-0.071963979,-0.081570836,-0.108493653,0.362212053,0.422327982,0.330567788,0.10583178,0.11565905,0.096068001,FALSE
STARD6,-0.332445125,-0.334311047,-0.329670933,-0.327910695,-0.325967367,-0.33237256,-0.32885726,-0.325258777,-0.320129823,-0.311742762,-0.322655467,-0.31427804,FALSE
ZNF630,-0.324727015,-0.328202708,-0.325963984,-0.326816371,-0.326764469,-0.332369574,-0.309540325,-0.307858671,-0.298369772,-0.28702885,-0.29961381,-0.300225118,FALSE
ANKRD50,-0.178614583,-0.205296311,-0.196764607,-0.146039475,-0.148470232,-0.14117825,-0.178454126,-0.175061537,-0.203947055,-0.154418594,-0.185088795,-0.184251861,FALSE
ITPKA,-0.258957197,-0.255110004,-0.280514697,-0.308702815,-0.297133523,-0.307373269,-0.312875034,-0.311230566,-0.305560235,-0.315867236,-0.314348071,-0.31456323,FALSE
