IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,label
RTTN,485.508,406.721,425.331,428.374,441.092,436.987,303.146,285.894,275.833,275.963,247.368,310.993,FALSE
PRM3,106.474,94.0984,91.3717,101.127,97.6976,90.7034,103.325,91.8499,98.9188,98.6345,95.3179,95.5335,TRUE
TIMM23,2317.653,2252.45575,2404.202,1916.731,2210.0495,2081.96925,2238.203,2205.3385,2287.678,2211.35475,2224.89525,2211.413,FALSE
CFD,335.94,287.943,398.048,663.404,545.055,497.412,112.23,110.87,108.95,144.135,161.622,142.833,FALSE
PWP1,1496.44,1773.94,1621.06,1571.15,1686.44,1676.02,892.643,930.939,978.545,777.961,1002.64,1019.96,FALSE
LPO,98.3109,103.999,93.5201,101.412,94.1974,105.258,93.1842,112.023,101.122,94.5912,98.5174,87.2353,FALSE
MMS19,865.336,727.955,831.2465,885.3385,914.876,801.8725,617.345,641.8145,639.094,601.135,572.6595,460.426,FALSE
MGARP,149.876,135.23,139.6576667,195.62,189.9103333,172.5263333,110.5193333,105.9073333,108.1613333,104.8266667,104.9574667,100.3054,FALSE
TRPC4AP,468.296,460.753,471.726,572.662,585.528,530.0825,417.391,432.4485,336.4435,351.0415,383.7085,270.1305,FALSE
PSMD10,1161.478667,985.6413333,1048.534333,1228.874333,1055.740667,1119.832,961.618,1043.814,882.1683333,972.2903333,1026.396667,889.1586667,TRUE
WDR76,151.864,155.694,133.572,135.267,142.314,153.18,187.314,186.008,154.176,148.731,130.913,108.539,FALSE
INO80C,374.287,387.568,344.734,287.943,310.245,325.089,552.816,623.024,444.495,528.726,581.648,383.761,FALSE
RNF41,115.15565,124.0975,121.7944,121.55735,115.22065,119.1414,128.0085,126.37905,117.8046,131.9978,134.3194,122.46295,TRUE
VASH1,113.804,109.649,108.48,130.628,121.581,116.51,98.1362,98.7594,98.4422,93.6981,102.558,92.2454,FALSE
ATP5J2,3911.955,3924.095,3706.205,3486.435,3263.045,3431.82,3539.995,3538.525,4622.61,3369.755,3310.635,3658,FALSE
CCNG2,154.626,146.58,148.3576667,199.6916667,191.183,206.9196667,139.0253333,135.9353333,141.8776667,184.4856667,178.5943333,161.4529333,FALSE
CNDP2,2473.26,2056.27,1952.53,2626.66,2890.38,2780.23,2904.86,2600.71,2538.25,3707.99,3223.88,2534.23,FALSE
GNAQ,181.681,170.255,190.662,188.647,211.378,201.748,241.2,246.966,206.353,218.808,214.387,252.508,FALSE
KIF5C,197.404,162.74,162.478,237.441,229.31,190.707,246.307,235.638,239.152,214.973,216.059,151.88,FALSE
KIAA1217,179.155,134.56,155.377,206.705,191.282,180.175,247.918,213.29,223.51,266.644,276.478,235.226,FALSE
NTSR2,95.1881,99.8571,100.252,91.2089,96.7864,93.9898,104.59,102.202,92.2314,94.8391,96.6837,89.6767,FALSE
NPSR1,104.0682667,110.2312667,103.6916667,101.4879333,102.2030333,101.0156,104.2286333,101.1891333,95.938,104.4036667,101.7654667,101.0661,FALSE
DEFB116,99.3353,129.399,113.049,108.036,113.216,123.554,104.745,103.421,99.4609,106.876,103.46,103.452,FALSE
CLDN20,107.605,113.395,114.457,119.318,113.268,117.82,117.114,105.567,103.677,128.16,121.39,125.007,FALSE
SLC43A1,119.047,123.61,113.114,114.811,109.238,108.857,108.432,110.299,134.777,111.587,127.859,111.48,FALSE
EIF3F,2316.61,2686.69,2336.44,1755.31,2328.57,2279.05,2538.25,2485.39,2071.51,2021.47,1850.55,1837.45,FALSE
THUMPD3,281.657,270.009,265.755,315.038,322.179,309.996,136.235,142.57,133.788,141.19,138.926,177.305,FALSE
KBTBD7,186.104,193.6015,211.414,259.4335,264.9775,241.1405,151.9785,145.741,153.7665,174.953,161.3235,193.198,FALSE
KLHL18,228.407,296.206,263.571,171.963,164.72,182.604,207.231,221.314,215.606,156.436,157.484,161.825,FALSE
MTPN,2837.12,3509.365,2637.255,2963.795,2956.03,3405.71,2625.225,2811.63,2777.72,2827.265,2897.81,2816.28,FALSE
SPHK1,106.06055,106.59215,105.63815,100.7283,108.4755,120.7935,113.207,105.38495,108.0395,106.891,107.008,104.3003,TRUE
PCDHB15,100.431,104.318,96.0674,91.1449,94.5374,87.2806,97.0124,96.7072,100.367,100.653,95.6809,97.8572,FALSE
CXXC5,138.664,144.4615,163.251,159.69,147.1845,202.843,1003.341,818.0625,1099.179,1656.005,1527.28,1722.985,FALSE
ADRA2B,110.209,119.997,125.636,109.203,117.603,120.126,113.87,132.4,124.465,117.834,122.407,124.211,FALSE
OR52J3,92.633,98.1105,100.283,88.488,98.783,92.4138,98.1588,97.1518,94.7577,92.8579,89.2553,94.3412,FALSE
H2AFX,184.562,233.176,178.263,164.285,194.23,210.066,225.031,222.477,230.016,183.754,207.023,236.069,FALSE
APOPT1,770.23715,1345.77,868.27465,665.575,672.99,950.512,721.453,717.0545,619.2735,596.334,621.9775,606.86045,TRUE
DUSP6,752.1885,884.8855,687.191,281.878,332.5885,206.974,484.302,475.586,418.0225,219.566,227.152,260.835,TRUE
KAT2A,599.944,546.101,524.175,681.226,643.387,580.232,623.662,625.234,749.608,602.984,507.612,429.966,FALSE
NUDT16,135.339,136.516,157.66,148.742,140.842,140.477,160.233,164.266,137.813,139.912,140.177,124.707,FALSE
TMEM132D,95.837,88.2028,99.1896,97.0992,97.1507,99.1214,99.4051,102.561,105.685,103.08,100.696,90.6967,FALSE
SLC34A1,103.791,90.404,100.467,101.007,95.703,106.814,105.116,100.536,108.666,96.4496,100.228,114.84,FALSE
SOS1,193.298,196.505,177.372,128.607,145.201,136.682,171.116,171.649,129.29,182.85,157.35,137.064,TRUE
LMBRD1,890.342,803.28,883.007,1348.94,1321.09,884.22,1326.36,1379.29,1433.79,1367.23,1531.06,1442.65,FALSE
KIF4B,104.657,107.313,101.882,102.846,108.518,97.653,96.8671,97.037,110.406,109.386,96.9048,104.412,FALSE
MRPL14,2738.62,2315.35,2426.67,1907.58,1859.22,1916.79,2436.08,2617.16,2227.86,2568.42,2931.71,2436.08,FALSE
ZNF182,121.1375,126.2853,123.11035,124.8791,124.9485,129.30365,114.4495,112.343,114.867,114.1915,111.05655,108.8483,FALSE
GCSAM,98.2013,95.4508,96.1135,94.6073,104.972,92.5993,91.7994,111.685,106.318,108.37,101.207,110.724,FALSE
RCAN3,95.5563,94.8574,109.815,101.821,103.719,106.778,217.482,219.739,218.308,210.888,244.481,190.009,FALSE
EGFR,171.225725,168.57945,173.02575,176.433275,166.575475,170.73975,1911.24575,2194.22975,1735.366,1992.16925,1808.8725,1735.17775,TRUE
XYLT2,831.963,775.618,800.25,952.466,973.366,963.237,660.875,619.456,643.836,612.74,617.442,517.192,FALSE
ZSCAN16,259.648,296.982,292.632,297.233,297.233,268.14,577.518,513.677,468.296,696.01,627.979,533.555,FALSE
ASCL4,86.5311,103.964,89.8683,85.4465,89.6687,97.5916,90.8794,90.3652,95.4494,92.4965,93.7006,99.1905,FALSE
CCR8,102.996,102.4,102.087,106.59,94.3966,96.8457,101.008,95.3098,93.2264,100.76,95.8417,97.5402,FALSE
ARHGEF5,90.9662,97.2537,93.646,101.578,108.872,94.1112,252.675,241.15,198.762,234.118,218.377,195.219,FALSE
MAGEA3,99.73315,103.2095,99.8959,102.6969,101.55645,95.9488,269.314,303.9394,367.108,350.1813,356.27,479.1026,TRUE
APBA2,96.9264,94.8763,109.859,98.2384,106.302,97.9039,101.612,94.3499,100.153,94.4257,102.776,113.458,FALSE
ARSJ,315.863,306.607,342.27,292.882,293.739,295.57,176.148,195.569,173.111,169.051,200.049,204.532,FALSE
WDR7,142.6860333,165.0687,161.3146667,165.1137333,188.2869667,172.5705667,129.5149333,131.8669,121.4384667,131.8152333,126.9784,125.2541333,FALSE
TMEM119,93.1672,93.8968,90.5105,93.8469,92.4965,101.644,91.7217,85.64,90.0703,86.8865,91.544,90.1059,FALSE
ZNF148,1214.07,1396.92,1373.18,1620.25,1527.26,1388.66,1159.32,1058.39,999.068,1088.83,1069.23,1162.12,FALSE
KLHL15,131.512,113.798,111.532,129.971,142.842,144.135,114.541,102.061,102.791,126.714,118.663,108.566,FALSE
DEFB1,103.511,100.248,99.9326,104.963,96.6467,98.327,559.167,525.283,600.23,3462.01,3391.69,3104.92,FALSE
BACH1,94.4131,97.0845,100.099,114.464,102.058,98.4745,94.3178,116.362,104.77,99.6647,103.492,100.037,FALSE
TRAK1,235.4566667,223.6573333,217.8613333,266.8486667,267.9076667,214.4056667,207.1156667,203.702,178.6116667,244.9823333,223.956,201.9483333,FALSE
PINLYP,98.4985,92.521,101.041,97.93,100.358,103.681,95.2397,96.0839,93.5378,97.9921,102.685,98.1411,FALSE
ZNF574,116.049,102.252,118.506,106.087,115.078,111.988,116.606,113.827,102.715,104.167,110.501,105.553,FALSE
ETV5,874.449,834.314,828.3175,386.4565,425.6305,269.1115,223.0765,219.9995,202.2945,197.9955,197.636,170.7975,FALSE
NDST3,96.5539,102.097,96.5834,102.856,103.425,109.556,96.3632,103.36,96.1341,97.6775,96.4122,92.4018,FALSE
CWC27,1560.85,1438.62,1694.59,1380.59,1271.58,1233.25,1294.41,1153.48,1556.96,1075.3,1125.68,1322.95,FALSE
HAO1,102.9334,99.74285,106.522,104.42595,100.60755,106.172,102.9595,102.33795,103.379,96.4596,101.9294,111.795,FALSE
KALRN,104.2222,104.1693333,103.8194,97.9964,103.2267667,102.4997,99.46023333,101.6662333,95.06843333,100.5493333,100.1053333,105.27,TRUE
ZNF497,104.344,100.078,106.587,99.7755,106.545,119.085,102.223,97.3145,103.89,102.14,104.212,104.621,FALSE
SYT9,98.4069,90.0309,102.574,102.371,101.203,96.9291,98.329,107.056,102.14,101.536,99.3463,100.714,FALSE
DYNLT3,97.20445,105.538,103.56425,98.09165,92.79635,91.3251,519.241,496.079,542.567,413.181,420.6965,450.2125,FALSE
TDRD1,234.7535,343.8345,277.749,247.68,214.131,269.098,255.303,259.292,234.6835,249.86,231.7775,239.8505,FALSE
TBX21,161.452,138.888,154.038,140.529,144.276,161.68,138.65,197.665,162.566,145.108,177.697,169.571,FALSE
MACF1,322.465,421.089,331.7225,295.9915,334.9425,287.755,347.4815,315.9675,260.4845,436.6615,420.4,351.8,FALSE
ARID4B,452.8053333,414.5353333,413.704,611.439,477.9656667,501.272,525.4473333,442.8683333,422.7003333,551.8923333,509.798,555.414,FALSE
ADH4,93.97635,101.1043,97.44365,97.68005,101.6732,100.1455,99.3788,99.0995,94.5563,99.43905,95.56805,102.913,FALSE
NEURL2,100.966,105.813,98.8477,114.809,124.919,115.806,96.5342,95.5643,104.142,103.028,99.0379,90.1722,FALSE
GPAT4,157.577,148.148,148.93,189.592,157.899,173.931,116.762,115.216,116.834,111.395,123.975,124.86,FALSE
GPSM1,102.4039,108.0165,98.42925,96.3003,95.5333,99.4446,99.7073,100.70915,94.44915,99.6244,98.06165,96.471,FALSE
TAAR5,100.963,81.7312,101.862,101.768,109.722,104.295,101.152,105.823,100.825,114.734,106.073,99.0618,FALSE
PITPNB,380.697,356.292,361.861,339.506,329.849,349.751,453.114,391.883,456.448,342.117,366.7,274.486,FALSE
CLVS2,90.3268,99.0799,99.0061,96.1374,96.7435,93.8882,94,100.341,97.1694,108.539,92.5974,91.2733,FALSE
ZIC3,102.956,96.261,106.05,105.179,109.435,109.176,91.5352,102.234,98.1151,97.5983,99.9689,101.026,FALSE
KCNV2,102.014,105.458,98.7531,115.21,102.524,101.466,102.549,112.573,100.379,104.055,112.858,100.538,FALSE
DECR1,2861.69,3116.53,3401.03,3827.83,3946.55,2803.28,1317.4,1216.65,1639.95,1514.01,1458.52,1295.86,FALSE
FAM9C,95.2842,102.78145,99.13155,104.0257,93.33115,94.50695,102.104,101.33205,89.9826,94.6504,94.14,96.6889,FALSE
NLRP12,93.0253,101.1342,101.56465,97.8003,93.98895,101.08825,99.2885,98.10625,100.44595,106.5015,101.51245,98.66845,TRUE
OR2A25,101.631,102.6,107.134,101.157,102.834,109.254,101.095,99.1276,120.564,99.9964,99.2368,111.193,FALSE
CACNG8,103.95795,104.405,100.95225,112.2951,104.665,109.983,103.57325,106.00835,100.9985,106.109,109.83915,99.4348,FALSE
PTGER4,1266.64,1243.51,1344.31,1532.72,1343.44,1425.21,871.339,910.601,850.531,427.965,417.731,329.849,FALSE
RPS23,993.064,870.797,1104.61,985.672,1105.02,1222.89,104.186,115.196,99.6204,122.297,111.887,114.006,FALSE
LMAN2L,486.54,538.461,602.197,668.357,682.487,829.686,519.892,540.131,476.307,379.926,378.11,341.426,FALSE
ATP6V1G3,90.43575,101.1395,95.80875,94.06335,100.29915,97.1483,96.715,96.48485,96.97905,98.93985,99.6567,96.19715,FALSE
OR5H1,99.7287,96.8665,97.6315,94.833,98.1917,101.63,95.603,98.1325,97.4657,99.4625,96.8314,92.7653,FALSE
BIN3,121.39,120.866,128.378,110.802,108.39,122.725,134.246,112.362,114.849,113.995,112,118.218,FALSE
KDELC2,467.468,581.955,426.163,458.809,483.503,488.482,537.325,438.003,498.643,387.449,439.056,474.431,FALSE
UNC5B,100.8873,97.0927,95.6015,108.6145,96.30025,99.83075,104.3975,108.223,103.8799,106.9185,104.5635,109.501,TRUE
ZNF33B,150.032,160.821,149.4565,157.724,157.593,163.124,281.5665,272.056,267.63,235.6935,247.0765,227.1105,FALSE
UBE2A,1962.06,1833.87,1775.72,2459.29,2478.24,2521.09,2050.79,1936.09,1727.66,2109.08,2048.72,2215.13,FALSE
UBE2F,1663.63,1361.24,1414.22,1306.09,1548.62,1680.3,1145.6,1156.22,1249.58,1517.28,1514.73,1479.62,FALSE
SORBS3,244.2678,264.6782667,264.7144333,285.2973333,279.3499667,305.4499,149.6698,145.9661667,139.9204667,138.8582,141.8953,125.7445667,FALSE
VPS26B,238.214,222.773,257.934,264.887,255.472,289.244,243.878,262.452,178.835,243.562,272.089,262.082,FALSE
SH3GLB2,575.402,650.11,653.22,738.816,828.252,633.676,921.159,919.014,859.275,1304.92,1188.63,1199.62,FALSE
SSX4,99.54902,96.02678,97.1971,97.45564,95.7605,101.23306,100.8274,96.11642,96.68812,95.79692,96.1456,97.91542,FALSE
OR2T10,92.3316,103.088,94.9444,94.6994,92.2426,100.847,96.2967,104.366,96.176,94.7904,89.7422,100.629,FALSE
TNFRSF18,94.3304,100.20945,93.5479,96.85855,93.98255,99.4624,99.22105,103.9274,100.27495,97.98415,98.1874,98.9568,TRUE
SLA2,100.3555,92.85135,98.5182,101.91915,99.90435,105.839,100.85925,103.6445,106.5165,103.19255,102.47795,105.64015,FALSE
GJA1,3621.49,4568.9,4160.32,4726.39,4825.16,5369.06,100.047,95.7131,89.8722,94.9083,110.7,103.726,TRUE
ZBTB9,391.614,406.923,438.347,361.633,301.362,391.1,355.885,354.54,327.961,349.262,352.451,274.548,FALSE
ADCK1,116.367,147.635,111.631,127.213,127.689,157.171,125.468,139.872,135.485,136.38,129.032,140.809,FALSE
ACO2,383.008,585.573,498.409,497.648,452.243,368.239,293.546,342.21,258.285,284.68,268.997,270.087,FALSE
KIR2DS1,106.403,102.0915,92.3018,100.95235,104.31,98.56485,102.00685,98.97575,98.6628,97.7634,98.95815,106.0905,FALSE
RNF128,115.4746667,102.6524333,104.4214333,112.5426667,109.7716667,103.1499333,165.958,158.3113,175.9596667,178.848,190.5146667,181.4636667,FALSE
DNMT3A,102.1519333,97.8362,101.5918667,101.7652667,100.922,98.17083333,108.3574,111.7533333,102.6763667,104.9799667,97.8758,101.0851,TRUE
XBP1,2541.74,3183.26,2285.61,2524.945,2529.56,2807.005,2506.185,1895.37,1917.355,3914.26,3450.67,3430.525,TRUE
C17orf49,1051.87,1240.99,1227.43,1264.58,1123.49,1038.16,541.995,549.919,439.987,516.941,557.034,435.777,FALSE
OR6A2,99.4251,94.8375,91.3227,90.3151,92.425,100.708,89.7422,98.073,96.4951,98.3578,101.383,97.905,FALSE
OR13C3,90.4851,95.887,92.2471,92.7081,106.463,93.4986,85.5092,101.819,105.454,89.5624,93.8931,103.378,FALSE
NUDT11,276.045,216.154,271.2165,255.252,254.68,287.2325,101.249,98.4887,99.9739,100.68225,94.92825,99.3534,FALSE
RAB5A,496.88,469.866,548.995,934.089,1113.82,870.797,335.601,281.361,270.513,842.869,706.106,648.173,FALSE
ACVR2A,154.0035,150.09,157.8815,146.999,156.7775,139.7372,143.5625,123.2117,146.7905,138.891,135.9825,141.6385,FALSE
FAM120B,753.505,561.127,631.604,1115.91,1076.35,954.154,258.932,277.798,253.039,365.117,345.981,331.711,FALSE
ARMT1,246.979,276.3665,238.3385,221.346,199.379,244.3335,222.164,222.019,280.767,203.9285,213.2535,238.9855,FALSE
ACP7,105.744,106.083,98.4525,105.153,105.505,111.805,111.204,109.685,107.099,117.944,112.189,99.8687,FALSE
COX17,1387.08,1206.22,1217.79,1376.29,1327.47,1384.44,3273.01,3101.54,2698.01,3681.72,4260.15,3447.49,FALSE
PRRC2B,136.865,161.825,136.281,192.112,167.336,199.918,141.041,161.452,127.273,170.758,183.329,181.556,FALSE
OPLAH,287.89,299.251,293.546,407.007,365.795,258.557,100.636,97.5219,96.9709,95.0692,95.2233,106.621,FALSE
C12orf10,1621.86,1035.81,1248.7,1174.51,1206.22,1289.83,1101.56,1131.57,1243.06,1080.05,997.122,1019.5,FALSE
Mar-04,305.682,503.585,280.933,182.176,202.205,217.588,101.538,113.739,92.4771,90.8599,98.5611,96.5001,FALSE
SIGLEC11,94.4531,96.8103,93.5547,92.6558,97.8504,107.811,96.8552,96.553,99.1422,102.409,91.2517,94.3417,FALSE
SPRR3,105.064,104.448,92.9494,98.6998,106.354,98.8463,94.9437,102.762,95.6387,100.574,100.132,93.6433,FALSE
AES,331.649,406.3873333,382.33,446.7416667,450.5186667,409.4302,330.634,344.8083333,343.1044333,516.2826667,490.3566667,538.2616667,TRUE
EEF2,7904.91,8235.25,7637.39,6995.33,7577.74,7287.35,6194.67,6881.44,6179.65,5627.42,5059.23,6363.17,FALSE
MCUB,2413.09,2137.95,2571.25,1915.93,1911.38,2146.71,1792.4,1763.74,1764.85,946.648,935.759,1208.98,FALSE
ZDHHC3,149.243,169.959,151.12,176.523,175.663,169.941,189.252,201.987,226.275,206.895,197.211,165.093,FALSE
CCL13,109.317,102.097,97.1306,98.5945,114.229,101.75,110.195,109.641,98.0615,93.9991,106.628,96.2134,FALSE
SCN2A,92.89306667,103.848,95.72006667,96.71356667,95.13483333,93.90296667,96.1936,98.2004,96.73456667,104.1946,98.90133333,100.4544667,TRUE
RAB6B,133.404,117.768,135.991,166.939,154.592,131.774,153.534,165.908,146.374,147.715,137.248,151.053,FALSE
TBC1D9B,320.1665,420.1065,314.965,468.572,427.893,461.795,384.0515,328.817,359.755,477.4205,462.905,389.6395,FALSE
NFKB1,1257.58,1231.52,1228.58,1096.45,1043.73,843.91,1353.22,1244.07,1309.03,1498.61,1377.01,1260.95,TRUE
ZNF559,318.619,260.662,349.751,345.89,310.936,348.823,256.944,242.557,222.536,191.951,198.628,207.701,FALSE
BRWD3,122.833,134.635,138.461,136.042,134.56,131.996,165.205,143.051,150.867,131.133,135.745,139.12,FALSE
IL27RA,207.753,180.84,218.405,253.002,217.452,308.36,474.014,474.931,532.802,778.507,780.438,796.54,FALSE
ALAD,153.537,145.8487,157.6688333,165.5755333,166.3504,156.2249667,135.7189333,158.9983667,130.4709667,149.0167,151.3663333,144.8442333,FALSE
PRCP,1019.1755,912.308,1150.6925,1114.1205,1067.1015,865.016,1054.268,1011.1095,997.0825,1123.508,1019.042,1007.4635,FALSE
TNFAIP8L2,89.4227,90.9451,105.62,92.9819,97.9192,96.5237,93.43,98.0515,93.8564,94.5886,94.7957,92.0296,FALSE
OR2H2,117.084,111.01,112.113,106.665,101.752,116.334,115.704,111.705,127.999,115.1,110.495,113.247,FALSE
FAM208A,216.435,189.065,187.221,221.739,216.171,200.521,136.393,135.735,127.02,129.45,140.278,140.597,FALSE
TXK,98.9313,99.7016,97.7762,100.574,103.042,97.9145,95.4095,95.8086,98.7092,98.0866,96.4972,109.124,FALSE
CHRNB2,103.024,93.3974,102.676,111.537,102.28,97.2709,107.276,114.776,90.7514,94.0278,102.131,87.0125,FALSE
ZNF121,106.431,113.401,108.574,99.9372,99.7579,103.532,107.847,115.189,99.5772,101.399,110.892,119.419,FALSE
LRPPRC,378.226,391.883,424.244,284.106,338.329,334.311,641.07,673.681,563.569,469.156,526.278,550.527,FALSE
RBMY1J,95.85534,99.52768,94.50822,98.94784,99.60228,96.91344,100.59226,100.97938,95.99594,94.58662,98.4641,101.1854,FALSE
SPATA18,98.8013,103.003,96.998,92.7185,96.2369,95.4835,99.9372,100.99,97.0409,100.513,97.0159,98.2787,FALSE
TREH,100.561,98.368,96.9515,102.299,95.3012,103.904,94.6795,108.009,100.829,103.919,94.3758,99.3436,FALSE
SALL4,95.2889,95.9205,91.6712,107.916,97.807,94.7068,103.085,93.8768,93.7722,97.3863,94.5904,99.9805,FALSE
SCLY,177.262,155.005,157.709,131.928,151.21,151.906,200.714,157.965,164.864,160.671,140.565,134.531,FALSE
NAA40,105.405,107.135,109.305,118.457,113.757,115.069,134.899,124.819,124.927,131.532,128.585,102.531,FALSE
GPR156,122.119,110.746,120.182,109.672,108.978,109.155,103.948,109.742,117.991,113.603,120.87,134.19,FALSE
GTF2A1,146.3245667,151.5146667,127.2731333,149.9735333,146.3894333,133.5506667,132.8437333,142.193,140.9780333,147.9505,148.4743,136.0466667,FALSE
COMMD7,620.927,559.533,634.712,648.715,682.87,780.184,1638.81,1908.79,1468.9,1831.45,1755.31,1555.59,FALSE
C22orf29,139.47,139.42,118.829,174.003,161.061,164.854,189.427,184.795,184.232,187.491,174.003,176.222,FALSE
LPXN,277.497,261.141,282.507,212.896,232.725,232.915,355.815,395.211,382.737,208.698,209.694,219.629,FALSE
ARHGAP29,106.885,103.84,104.97,105.281,114.18,107.116,117.084,123.453,139.635,142.91,159.703,150.206,FALSE
ZNF367,129.698,122.267,122.813,114.563,111.902,124.308,149.685,173.402,163.935,136.064,131.255,134.617,FALSE
TRIM40,93.4171,101.662,106.575,92.9736,96.0116,94.6325,96.2039,94.9473,102.268,95.8101,102.68,90.5941,FALSE
OSBPL1A,455.1473333,377.6132333,434.5210333,615.519,539.5873333,433.1966667,672.503,616.2546667,650.7596667,761.642,739.166,710.8906667,FALSE
ATP2A1,95.843175,99.746,95.7813,98.510125,101.617825,105.70415,101.229475,96.3411,102.422875,98.370275,96.697125,99.398725,TRUE
SLC26A2,154.657,166.688,155.885,186.706,149.512,180.339,207.475,193.447,330.782,270.83,256.574,371.116,FALSE
PLOD1,5221.31,3590.87,5929.43,7986.43,6547.15,6036.39,1146.12,1077.89,1282.91,1687.14,1542.55,1364.65,FALSE
AK094850,97.7744,96.4053,107.066,97.736,97.2715,103.327,95.1811,98.1223,91.7572,110.266,95.5432,94.3557,FALSE
OTOF,90.57933333,100.5322667,94.94223333,97.34826667,95.80516667,94.8068,100.5558333,94.03456667,98.34963333,98.14003333,95.07516667,95.74856667,FALSE
TMC8,99.7972,102.681,113.361,99.1975,104.035,107.007,106.084,101.106,103.028,91.4661,105.051,109.416,TRUE
NCR1,97.0262,97.6548,102.031,103.763,95.5658,93.3921,97.1231,98.2175,104.354,92.824,95.4454,108.274,FALSE
RUVBL2,898.388,1039.31,943.395,868.74,875.774,915.823,798.937,951.736,773.449,625.896,575.998,543.513,FALSE
DHODH,123.04,132.671,130.907,111.614,119.217,123.464,114.198,108.453,118.481,115.945,108.635,106.575,TRUE
TAX1BP1,1567.835,1432.46,1419.35,2736.73,2469.35,2250.135,2201.9,2182.635,2090.95,3949.815,3890.37,3841.125,TRUE
EXOC3L2,96.6833,102.886,98.2004,93.6152,100.756,81.7312,97.1504,88.3821,91.9398,99.8485,98.3551,104.342,FALSE
ZFHX4,121.364,118.095,116.446,131.59,138.338,138.524,86.3503,95.2076,98.0037,95.4362,96.6219,93.6327,FALSE
CGRRF1,373.206,389.027,394.061,350.522,399.986,293.268,355.543,371.81,372.407,350.776,322.415,326.309,FALSE
MYL2,103.5675,98.04215,100.88935,104.2505,99.4404,109.7703,109.227,104.0415,102.2693,102.10875,106.9255,98.75535,FALSE
SP2,142.21,140.809,141.562,141.666,128.151,149.892,141.39,137.305,129.245,143.745,133.913,133.32,FALSE
GNAO1,100.2126333,93.67646667,98.467,96.45926667,99.1574,97.9291,111.7457,108.7683333,106.9876667,117.7406667,117.5336333,111.4804333,FALSE
ZBED9,97.49935,102.49095,94.141,97.83915,98.06495,99.90675,124.9075,117.8405,114.903,125.0285,133.7565,119.0115,FALSE
PROX2,95.2852,102.637,107.495,95.6035,98.4685,102.904,104.544,97.6793,101.132,97.3364,95.4449,108.728,FALSE
HERC1,148.013,136.711,142.821,146.808,152.736,151.767,166.779,172.7,145.521,194.129,210.743,170.361,FALSE
PRUNE2,268.726,279.83,260.344,667.743,684.289,511.924,91.1388,104.062,94.2699,88.6743,97.9729,89.3467,TRUE
HSPA12A,103.5534667,94.08146667,98.88343333,102.6488667,101.4958,102.3968333,95.381,97.15866667,105.03,101.5887333,99.01173333,100.8826,FALSE
MSH3,7859.97,9357.6935,8111.7125,8668.926,8099.7165,8713.271,8748.282,8194.7555,8257.502,8731.9985,9159.364,6996.731,FALSE
SCHIP1,408.208,425.144,425.744,421.151,461.733,404.183,265.133,330.013,264.4,186.246,190.184,154.152,FALSE
AP3S2,192.346,166.411,162.383,157.603,159.536,179.299,223.698,224.729,163.274,168.388,169.696,144.206,FALSE
RPL37,207.1115,293.7005,211.4715,175.1615,163.606,154.12825,433.9185,460.1815,369.3615,209.2645,200.273,196.705,FALSE
STATH,98.59615,97.5418,96.3928,102.25325,96.78335,106.5675,99.68305,107.704,93.9985,92.41915,96.7666,99.0435,FALSE
DOPEY1,130.041,114.394,106.104,126.295,141.586,108.05,144.865,151.812,126.887,145.919,147.346,156.449,FALSE
CHD6,153.215,155.018,166.4945,235.846,202.982,204.9795,147.1615,128.6285,165.0315,212.3445,220.442,183.1405,FALSE
NOM1,118.21315,138.247,115.217,107.9567,115.934,107.06015,105.16125,104.21635,116.498,102.41645,98.63815,104.03925,FALSE
RALGPS2,135.7415,131.895,183.2745,155.9805,178.3325,162.4045,164.737,131.8785,154.0455,161.9875,167.402,177.678,FALSE
GSTM2,282.2505,220.259,268.7345,351.9175,339.553,306.9667,107.308,104.3335,107.86945,105.23915,110.55145,109.357,FALSE
TNFRSF10A,175.739,197.665,160.36,112.06,117.613,98.1865,356.983,310.516,249.376,220.548,228.54,196.851,TRUE
LDB2,115.737,121.082,115.537,120.849,111.571,113.894,100.233,96.8343,104.803,94.7642,113.358,133.72,FALSE
MT1A,6310.76,6274.57,6239.44,5250.49,5586.35,7182.79,7453.73,8847.83,7035.94,6133.29,6881.44,5821.36,FALSE
OR52H1,92.4881,102.301,94.6094,98.9571,100.309,99.1464,88.6718,89.0371,93.9486,88.2632,99.3616,94.0086,FALSE
CIITA,101.558,91.3913,109.282,98.6527,104.124,100.119,98.3824,91.3237,91.3817,104.88,98.3109,108.121,FALSE
HLA-DOA,101.7,98.8789,103.97,100.23,102.66,93.5535,110.957,103.963,103.839,99.6827,108.238,92.4353,FALSE
VDAC1,5895.82,7831.79,6597.5,4174.54,4772.37,5349.06,5082,4046.2,4640.54,4008.74,4053.15,3894.07,TRUE
HTT,100.618,100.884,101.905,115.022,109.215,116.671,103.281,100.617,103.001,99.4445,120.81,95.0985,TRUE
PFKM,655.313,586.112,724.945,783.451,743.645,611.231,369.189,370.62,475.792,362.678,292.73,423.076,FALSE
KIAA0586,287.052,222.508,265.905,257.58,266.644,274.361,384.826,429.85,393.32,364.672,345.89,338.569,FALSE
