IDENTIFIER,GSM1338298,GSM1338302,GSM1338306,GSM1338297,GSM1338301,GSM1338305,GSM1338296,GSM1338300,GSM1338304,GSM1338295,GSM1338299,GSM1338303,label
CD9,212.946,186.093,188.5895,246.5285,204.827,210.726,410.641,374.4965,365.952,544.1625,565.995,713.3175,FALSE
IPMK,135.092,112.328,108.833,123.001,115.147,113.786,123.806,105.162,109.03,113.571,115.72,113.018,FALSE
PIK3C2A,239.5365,250.979,234.906,246.2025,231.246,206.6295,354.0765,347.9515,263.766,339.066,373.3575,245.551,FALSE
CHCHD10,542.792,655.313,563.731,609.851,502.987,345.804,943.993,1123.96,1136.64,1365.49,1319.11,1842.9,FALSE
SLC25A11,226.902,254.344,216.77,309.526,259.276,283.897,148.443,140.257,157.149,181.66,157.252,186.921,FALSE
TREML2,108.771,94.2591,102.559,108.828,116.225,103.409,108.645,130.263,105.24,97.1398,95.787,89.7178,FALSE
HNRNPK,1201.955,1355.73625,1245.02225,1391.49675,1529.8365,1352.315,1224.78225,1427.00375,1067.80825,1284.16325,1397.475,1112.38475,TRUE
CRYBA4,95.8382,106.743,102.166,100.806,96.2095,88.6998,95.2995,100.691,101.198,92.7428,88.9217,97.3111,FALSE
EIF4G2,2833.691,3579.596,2952.539333,3304.89,3549.010333,3886.89,6726.153333,6882.523333,6258.739333,6571.673333,6413.049333,5377.88,FALSE
BLVRB,215.185,179.155,213.155,368.425,298.741,252.675,611.905,510.824,772.22,959.822,877.714,1365.49,FALSE
IRAK1,3283.6,4586.5,3681.72,2714.3,2538.25,2666.03,3890.29,3747.7,3220.76,4142.91,4496.3,3501.53,TRUE
MAP2K4,308.833,342.1515,293.11,420.6055,437.107,425.577,250.511,238.7915,253.4595,375.8225,371.8865,325.9525,TRUE
GNLY,97.29306667,99.82623333,100.7864333,97.1029,102.4434667,94.9487,99.02693333,94.7731,100.9234667,100.3275667,98.24593333,96.8366,FALSE
DDX55,875.774,904.394,961.435,800.734,767.347,762.235,972.788,1110.71,693.95,807.192,792.208,658.869,FALSE
VPS36,1431.76,1253.78,1299,1157.61,1165.13,1305.31,669.858,649.707,709.548,376.774,435.227,362.016,FALSE
NCBP1,1127.39,965.441,1034.38,1114.6,1110.96,1320.24,1217.79,1023.88,1161.07,1100.37,1038.61,1061.09,FALSE
MMS22L,142.5865,154.9305,138.2727,117.2672,135.7865,140.0315,189.1265,166.91,219.2585,177.8385,161.6515,190.366,FALSE
NOV,105.091,111.645,109.499,119.247,117.254,118.551,131.616,127.475,122.119,128.206,126.295,126.464,FALSE
DBP,133.009,137.813,167.425,161.045,132.08,130.948,155.619,132.539,153.505,166.527,149.761,158.153,FALSE
BLOC1S4,531.337,372.162,473.057,510.064,470.543,456.448,253.425,318.014,317.434,313.868,399.255,438.47,FALSE
IGSF3,150.294,148.3605,155.973,138.611,139.275,150.723,677.842,642.5485,712.9015,733.3975,711.8115,804.997,FALSE
ACSL5,100.53294,103.28346,98.35318,100.66372,100.01496,96.15362,101.45406,98.90248,104.45568,101.65978,102.40094,99.28362,FALSE
MAD1L1,245.7905,218.2105,226.41715,192.6495,190.6055,170.473,112.835,129.753,115.185,126.3315,122.397,120.523,FALSE
VPS26A,1473.209,1562.286,1310.7605,2107.924,2130.412,1734.456,1446.4265,1345.283,1732.2975,1928.7045,1879.4175,1913.945,FALSE
MRC2,105.429,121.102,109.47,100.444,102.598,111.24,97.9469,98.6659,99.1816,97.2307,100.494,93.0231,FALSE
PLEKHG2,133.223,164.642,123.135,150.73,149.685,147.99,110.368,117.95,102.318,112.846,121.412,113.012,TRUE
ZNF706,215.8986667,215.569,214.9946667,254.4362333,242.3066667,220.1063333,182.592,181.79,210.9076667,199.1683333,203.4493333,259.962,FALSE
TNIP2,162.551,171.551,155.291,133.389,127.33,152.048,162.006,184.533,157.577,163.049,144.337,140.46,TRUE
ZWINT,309.6066667,294.633,303.2266667,216.1503333,249.9326667,312.922,316.2226667,353.4728,343.033,246.6063333,265.3024667,298.9393333,FALSE
IQGAP3,153.254,135.425,143.693,164.15,142.374,166.833,134.575,156.961,132.229,127.1,121.701,134.063,FALSE
FAM3B,95.04085,100.47005,100.98715,92.5514,93.1061,95.65875,99.3358,98.558,98.25975,97.04,100.48075,104.3025,TRUE
KIR2DL2,99.7612,100.755,103.674,99.9109,96.2708,113.92,99.6402,113.757,93.3358,96.5268,96.4214,111.808,FALSE
GALC,287.107,246.757,286.232,190.98,194.503,207.585,98.0338,100.401,109.045,102.134,103.927,108.386,FALSE
NFATC4,101.462,99.8476,101.542,103.672,98.6107,107.647,102.669,98.5369,102.563,102.234,95.6951,90.9642,TRUE
MED12,109.683,134.467,111.909,121.372,131.067,113.348,151.098,148.398,117.148,131.235,123.631,141.646,FALSE
PHKG1,102.6022,102.4067,102.47,101.9374,103.963,100.74895,111.082,97.2693,105.7155,103.5815,110.792,107.8205,FALSE
CYLC1,96.4463,116.106,101.652,88.9991,94.9186,95.6286,95.9809,97.6633,95.9759,89.4117,95.8329,93.1192,FALSE
TMOD1,91.5814,94.5176,93.9947,100.367,91.1331,106.146,212.562,179.155,197.329,321.239,277.166,298.443,FALSE
KAT8,199.424,194.985,196.055,174.479,176.892,174.519,252.367,248.563,189.087,227.087,217.129,219.25,FALSE
LANCL3,97.82705,93.14205,93.9016,95.5127,94.0748,99.84495,97.4667,92.22625,103.803,95.82035,99.90035,100.74415,FALSE
OR2A12,98.714,96.1846,98.815,96.7237,94.4131,96.9377,96.8908,93.4149,104.182,91.4123,94.6742,95.9341,FALSE
NKAIN2,95.3571,114.97445,99.08345,99.02315,98.1313,99.57385,101.245,103.7674,93.01155,94.8774,96.5399,92.4247,FALSE
POU6F2,98.3804,93.7753,96.6936,92.9659,97.6861,114.185,98.0211,99.5055,99.0416,100.902,101.233,100.368,FALSE
SEC61G,11194.4,9075.365,9522.845,8572.465,9034.5,8303.3,20097,19249.5,16077.55,21319.2,20236.7,17777.85,FALSE
IL3,97.0045,118.563,100.704,99.1872,100.506,91.5425,95.0258,99.4294,91.7981,107.975,92.9069,95.5094,FALSE
KRT20,102.78315,98.87065,99.514,99.17595,98.05005,92.58975,100.40575,100.8425,99.99815,99.16565,100.8779,96.00865,TRUE
HILPDA,480.608,395.697,440.792,505.822,538.09,516.673,418.103,287.245,426.599,617.791,597.096,643.088,FALSE
NUP153,486.981,616.98,372.55,511.29,532.802,546.192,678.502,578.965,448.43,748.063,846.198,594.385,FALSE
SLBP,1091.7085,1185.475,1167.907,884.626,1081.45,1133.0895,1156.8445,1088.837,1419.2525,1061.7565,1062.5505,1159.6475,FALSE
FOXJ1,104.175,97.2307,93.9119,100.098,94.6682,90.1037,102.839,110.577,104.732,108.245,94.9585,101.224,FALSE
AGTPBP1,314.9045,370.0685,324.079,309.3045,374.9465,311.8205,167.982,162.512,153.9085,199.2805,196.7095,187.412,FALSE
MOGAT1,94.6141,96.4874,86.0554,93.7832,89.8829,95.606,91.7234,98.5477,97.0235,93.3611,98.3406,96.413,FALSE
NT5M,103.302,108.526,108.962,103.008,128.71,123.8,99.7205,108.712,94.6582,103.276,102.252,94.833,FALSE
MAMLD1,275.491,265.133,338.569,264.734,253.547,324.586,357.494,388.736,355.595,375.164,376.989,299.876,FALSE
TSPAN17,658.515,402.553,618.8105,1004.626,1086.4355,869.237,1175.279,1220.022,930.665,1555.475,1486.6645,1315.0715,FALSE
PEBP1,1538.21,1944.95,1717.2,1499.76,1308.59,1430.19,2055.65,2181.1,2091.67,2181.1,2050.79,2131.01,FALSE
LRP2,97.8414,97.6116,106.707,93.5819,102.237,105.689,98.0451,106.97,102.047,94.6212,93.5807,99.3165,FALSE
EDRF1,349.935,313.991,361.781,403.974,429.85,429.966,385.49,353.534,403.51,370.898,343.64,376.774,FALSE
CENPF,430.443,343.064,436.632,444.736,455.623,483.892,539.958,471.197,506.382,541.661,500.906,570.56,FALSE
ZNF836,94.373,104.525,112.553,108.596,100.335,112.475,120.095,140.491,119.269,125.58,124.718,118.542,FALSE
TRAT1,107.714,109.033,109.786,95.28445,99.0279,101.242,101.293,107.181,97.62515,96.0715,99.78155,105.6555,FALSE
PDSS2,415.043,466.92,405.453,337.927,319.61,367.316,1007.57,877.256,873.893,726.507,669.601,554.152,FALSE
SRSF8,149.104,153.24,173.475,134.505,149.104,192.296,525.664,527.396,552.383,585.139,552.514,524.518,FALSE
SYNC,339.021,364.7365,365.6125,744.051,788.0775,614.8275,141.823,121.495,132.793,129.434,137.5845,134.78575,FALSE
RIOK1,280.2154667,275.1641,279.5959667,219.7566,219.9086667,216.5604,360.0686,357.7125333,377.4913333,360.4098667,349.5771333,349.6983333,FALSE
PDGFRA,98.26285,102.58855,111.258,102.883,98.47605,100.12495,100.65225,91.46245,108.4595,105.43315,101.86545,98.99565,FALSE
SPRY1,542.8881667,551.4963333,547.6112333,508.26,527.3044667,358.2188333,743.884,745.0984667,529.5173333,613.3436667,552.308,471.5399,FALSE
LCE1E,99.1328,107.7786667,101.7953,98.32346667,97.6913,96.8756,102.7185,96.60856667,96.0597,98.46026667,103.1996,99.86353333,FALSE
DSTN,3748.020333,5330.237333,4339.352,4071.878,4080.747333,5046.898,4337.422333,4256.634333,3843.586667,4451.590667,4306.888,3787.074,FALSE
FAM98B,104.783,102.44455,99.4879,101.1891,106.569,97.0294,99.6066,90.5545,103.36605,106.227,100.9005,96.8666,FALSE
H2AFY2,107.604,118.197,128.098,111.647,115.041,120.689,382.737,328.446,465.298,519.214,510.575,538.276,FALSE
CPNE9,97.0951,97.6527,90.7987,97.581,103.136,99.1315,102.672,102.977,94.8219,101.046,100.283,96.0919,FALSE
ATF4,4889.474333,4643.684667,4717.951667,2918.953333,3098.076333,3166.604333,6458.636,6504.627,5186.05,5964.640667,5810.867667,5928.623667,TRUE
PRPF31,1018.65,1164.08,977.936,898.049,1041.48,1184.03,1017.87,1144.05,876.547,950.788,961.435,682.87,FALSE
ZNF687,101.937,117.912,101.367,98.1525,102.501,98.1204,108.871,95.8627,107.66,113.264,101.769,126.224,FALSE
KLRG1,112.92945,107.89665,109.21315,112.5248,105.7358,108.76275,107.906,95.9721,97.7618,99.925,97.1436,103.9575,FALSE
TRMT11,293.8446667,272.3216667,307.1466667,228.8330667,253.111,198.6112,513.5816667,475.6373333,593.2146333,466.2204667,466.7828333,502.6423333,FALSE
CTNNBL1,646.101,666.102,701.706,479.448,556.523,569.871,567.34,608.779,520.399,392.945,426.599,348.323,TRUE
MMD2,93.7979,97.0288,97.3384,93.3101,92.2791,91.6712,93.8103,92.403,97.4289,90.4612,96.6164,98.8035,FALSE
TK1,548.995,461.015,512.965,584.876,651.755,765.799,625.407,742.494,692.127,817.407,749.19,685.358,FALSE
SPATA24,147.496,164.165,158.467,151.395,168.916,160.176,153.909,168.109,151.55,171.873,141.598,150.434,FALSE
DOCK3,124.764,111.263,117.579,115.628,121.879,131.409,177.5,166.544,128.585,146.027,138.814,131.401,FALSE
BRF1,105.15015,107.63695,103.11095,107.1993,111.546,108.07275,105.1515,105.899,106.889,100.5056,105.3262,104.4,FALSE
TMEM208,605.108,706.344,728.6015,598.483,586.332,752.0935,324.27,362.74,430.8195,339.185,355.14,376.4475,FALSE
ADARB2,103.261,96.5187,92.3861,103.324,106.029,94.0382,94.62,98.8416,109.338,96.6093,95.2409,101.268,FALSE
MRPL4,206.8243333,232.4796667,223.398,161.8686,182.7333333,188.559,384.2293333,479.5706667,456.9383333,361.2856667,390.7,389.2712,FALSE
LEXM,129.921,135.541,124.86,134.348,119.551,122.308,121.316,149.243,110.854,123.636,124.192,109.472,FALSE
DENND4C,315.6545,280.0315,308.2945,380.419,326.038,343.438,193.071,179.3755,219.3145,247.953,230.4385,246.034,FALSE
CRYGS,125.988,130.699,127.053,111.228,125.931,109.555,98.128,102.575,97.1242,106.953,114.53,98.8174,FALSE
CLDN1,1510.18,1645.32,1850.55,2051.82,3140.36,2049.55,1349.16,839.625,907.131,2016.62,1830.1,1477.7,FALSE
TMF1,253.733,254.8265,213.9345,213.6785,231.7065,209.9715,237.816,231.761,205.205,208.889,194.9445,178.6551,TRUE
LEFTY2,96.8077,106.631,99.6219,97.7952,101.465,104.762,104.604,105.354,102.246,96.1901,109.965,113.613,TRUE
NRSN1,90.3385,105.457,94.2437,97.357,100.701,97.405,98.7302,93.3083,93.0072,94.6463,91.7483,90.8433,FALSE
RARRES1,152.6746667,111.2893333,155.2623333,211.645,162.046,161.2213333,3736.719,2685.64,2888.165333,8279.5,8093.110333,7323.84,FALSE
SH2B3,237.124,279.618,278.943,223.33,247.739,259.419,166.158,170.39,198.253,179.011,185.866,177.684,FALSE
C2CD3,100.087,104.52,89.9719,95.5638,99.571,90.7051,103.255,98.0573,105.162,104.46,97.4802,105.584,FALSE
MDGA2,103.996,111.23,98.2715,119.479,97.4354,117.522,92.3947,105.139,94.4672,101.975,105.591,98.6431,FALSE
SLC35F6,288.861,238.089,253.039,233.438,249.333,221.91,227.679,236.455,231.196,223.51,225.06,202.51,FALSE
RAB5C,392.489,463.3425,332.9555,343.6265,338.2905,297.92,302.258,296.4305,254.5515,251.61,234.6675,184.046,FALSE
C22orf23,95.2533,97.555,101.171,100.085,100.465,97.9907,106.141,98.1077,105.879,96.8914,94.6764,101.721,FALSE
NARFL,137.497,153.217,157.363,141.675,127.797,146.345,153.657,139.47,139.409,133.18,132.909,150.901,FALSE
TMEM63B,154.472,173.475,171.483,145.908,161.972,157.516,157.965,178.443,165.994,159.033,145.374,119.251,FALSE
STK32C,123.931,110.151,119.724,113.735,116.219,127.205,114.167,111.334,116.434,120.332,123.745,110.556,FALSE
TCEANC2,141.656,140.403,151.253,177.91,153.705,164.428,124.306,111.99,116.241,128.324,123.886,117.165,FALSE
C14orf166,2619.23,3241.91,2632.53,2319.41,2344.49,2827.22,2768.75,2334.73,2842.37,2882.12,2786.79,3234.63,FALSE
SLC44A3,114.396,116.259,133.32,119.585,118.642,119.362,665.889,760.446,872.114,692.456,794.494,722.91,FALSE
G6PC2,96.69206667,96.5029,96.79376667,98.41013333,95.0581,100.2881667,93.35133333,99.6658,97.91213333,104.482,96.02433333,101.8526,FALSE
ERH,2146.71,2376.65,1612.64,1888.71,1839.58,1850.55,1968.01,2258.78,2146.71,1945.83,2432.2,2085.66,FALSE
AFAP1,168.143,147.0935,160.822,218.2105,196.816,182.992,125.43145,120.9637,125.63655,147.6875,140.596,125.3508,FALSE
MNAT1,728.593,891.449,794.878,608.779,617.442,529.798,754.645,771.636,805.279,620.927,600.39,671.999,TRUE
GKAP1,113.08,114.099,110.112,113.151,104.031,99.3898,219.192,170.4,277.366,171,162.347,249.553,FALSE
C1QTNF3,104.89835,104.6689,104.4595,101.53165,96.53405,92.3979,102.2965,98.63255,96.2256,96.69615,95.8781,99.2329,FALSE
SERPINE3,97.81165,105.26085,102.30885,96.69635,100.9198,97.6048,101.4731,99.8068,96.95985,101.8535,95.27225,101.891,FALSE
KCNG4,109.0454,102.5412,111.226,98.8839,104.7218,103.931,102.8327,107.67995,108.136,108.8176,109.11765,101.1545,FALSE
VEGFC,355.726,496.88,409.716,262.109,285.077,301.276,101.209,95.4246,98.3546,95.2015,101.334,101.549,FALSE
RLN1,98.9669,107.894,99.835,102.143,96.1791,104.984,97.9515,102.57,104.62,98.3945,98.8338,96.5501,FALSE
COX16,847.8265,989.167,985.7095,791.991,777.1175,794.5455,816.5805,872.765,1008.776,771.7495,828.8695,740.62895,FALSE
KIAA1033,206.114,198.224,211.055,204.266,207.553,208.368,264.601,240.242,332.803,215.24,233.046,307.427,FALSE
SOCS5,143.61875,144.61865,122.799425,136.102025,139.580575,134.9113,165.93625,148.8455,179.625,171.8115,159.19825,185.687,FALSE
PLCZ1,98.0495,97.3076,113.508,98.6908,103.127,103.874,88.1875,98.8106,96.6608,99.2674,98.359,105.316,FALSE
GDPD2,106.237,99.4684,106.035,99.8763,98.2147,99.2355,97.4608,101.219,104.926,97.903,99.8101,100.078,FALSE
PLEKHG5,98.61242,94.65468,107.48532,103.27368,102.63328,103.5982,103.44556,103.66924,103.64876,98.78748,98.54236,98.87474,TRUE
KCNE5,127.921,132.772,125.904,113.436,120.027,137.675,159.315,140.184,137.644,108.411,115.387,122.018,FALSE
SLC9C2,96.17705,98.411,104.22595,94.6987,98.2658,96.734,96.05105,99.8655,86.98845,91.8587,100.99325,102.37985,FALSE
LAG3,105.933,101.98,113.06,115.127,108.405,106.572,100.914,104.371,95.8488,92.0628,99.6821,93.9824,FALSE
ITGA11,124.122,117.579,125.099,114.986,117.809,123.091,115.512,116.689,121.433,113.068,105.681,107.462,FALSE
RHO,91.1835,98.7654,96.4187,97.096,98.2834,104.558,91.2859,92.5893,93.9219,95.3334,91.5267,91.2432,FALSE
UGT1A3,138.217,135.463,147.182,140.403,119.358,155.134,120.395,129.47,114.126,128.151,125.197,120.253,FALSE
AP4M1,138.167,159.227,149.655,150.065,155.005,155.811,130.675,113.455,115.167,116.679,130.808,105.781,FALSE
CSN2,101.859,94.0891,100.139,94.2003,100.46,89.269,95.554,92.7855,97.3215,100.589,93.0289,99.1651,FALSE
POC1B,352.166,381.493,329.157,266.825,262.733,214.018,685.894,749.608,892.149,372.668,370.793,324.43,FALSE
UPF3B,1484.46,1739.35,1341.525,823.9345,931.301,978.4905,2955.785,2884.565,2634.14,2044.85,2122.985,2361.095,FALSE
FANCM,94.3173,99.0489,101.284,97.896,94.0974,94.4818,99.5324,91.4419,97.91,100.661,103.612,95.4591,FALSE
CDKL2,100.9446,101.1845,105.71055,106.3716,99.38675,98.55695,99.36515,93.88135,105.1345,103.773,96.90575,100.1156,FALSE
DMRTB1,111.19,97.6206,100.049,116.774,106.999,112.507,105.233,98.2327,103.029,115.443,97.8152,117.292,FALSE
BMP7,445.191,203.321,399.178,362.595,366.013,354.238,154.312,119.728,209.694,175.766,174.415,250.714,TRUE
IRAK1BP1,216.501,207.505,247.3755,201.763,217.6955,202.3955,273.592,245,248.8645,247.0495,289.2085,349.8875,FALSE
ANP32B,6597.5,7383.44,7465.76,9600.39,8787.68,9473.62,5936.67,6369.54,6227.56,10024.3,10099.6,10741,FALSE
EEF2KMT,202.96675,223.4555,228.8645,200.5045,191.267,216.82775,224.5848,238.08325,246.87525,211.012,204.64525,230.943,FALSE
CTHRC1,481.691,386.066,487.4425,653.8215,605.716,648.3075,116.7155,114.288,119.0185,116.156,120.2645,129.022,FALSE
INSL6,97.82205,94.94795,91.85325,96.46755,92.96875,98.3011,93.546,98.14755,90.9564,96.0048,90.96405,98.52775,TRUE
CDK13,279.731,271.7225,281.0345,364.835,356.5405,314.8725,358.595,332.9425,362.3055,453.6855,493.499,468.8455,FALSE
SHC2,98.55636667,103.1334667,101.9274,115.3043333,109.3736,103.5906667,101.677,100.6351,99.04436667,101.6976,105.0576667,101.7654667,FALSE
XRRA1,104.919,103.134,97.9035,105.454,107.122,105.165,105.998,87.6227,99.3948,102.724,104.097,102.061,FALSE
HELB,118.942,137.909,102.298,119.846,120.887,120.534,117.45,97.9653,116.965,122.937,100.41,103.88,FALSE
MFSD7,95.9096,102.954,103.018,96.7392,96.0698,98.0781,98.1034,94.6884,111.869,97.7184,107.997,103.908,FALSE
RALBP1,687.548,607.979,672.626,622.679,696.01,554.329,985.846,895.025,915.052,1052.81,1116.3,862.198,FALSE
HCN1,154.253,152.083,155.419,118.082,128.986,117.619,92.1386,98.7496,103.842,101.782,99.3007,90.5462,FALSE
IMPDH2,3157.48,3886.35,3415.77,2236.11,2592.75,2438.77,2299.88,2379.36,1786.08,1417.34,1267.32,1327.47,FALSE
KCNIP4,99.4724,101.76855,100.9460833,102.3936,99.4211,100.71585,108.9192167,121.1207833,108.63255,98.05188333,99.21183333,101.9274667,FALSE
ATRNL1,109.601,96.0201,94.6618,100.875,105.29,100.383,102.446,98.1236,103.366,95.829,92.4982,112.064,FALSE
APH1A,607.627,638.8375,518.5895,673.266,731.985,647.1895,479.1665,503.1575,451.7855,497.572,450.889,378.0175,TRUE
PLEKHA3,278.471,253.922,278.358,169.959,148.044,159.691,290.535,379.383,262.998,184.354,191.089,175.957,FALSE
HAL,97.10655,93.23345,98.84705,95.8977,97.09845,92.9123,100.3547,106.455,98.9626,100.5365,103.6609,94.4759,FALSE
STRN,170.3445,170.7725,182.89,163.992,168.6155,181.971,181.5385,192.8715,189.783,202.068,194.8535,203.7535,FALSE
ZNF616,151.55,135.477,139.544,143.404,140.303,124.177,173.342,184.394,140.099,151.316,135.69,122.715,FALSE
ENTPD6,307.148,348.621,304.8975,288.9495,317.794,306.7035,252.653,264.268,188.702,240.1425,211.519,207.2909,FALSE
RNF13,277.024,247.9115,268.233,275.63,297.965,302.406,326.0995,322.4335,297.2655,299.476,292.7285,345.62,FALSE
KLK12,93.2403,99.48755,92.15925,95.746,89.5234,102.40165,96.16505,99.12655,106.4643,95.78015,96.59145,99.9157,FALSE
PLEKHF1,721.507,511.115,750.111,941.839,1107.96,898.662,583.513,626.552,328.405,778.705,885.352,543.628,TRUE
SAP30L,704.4705,738.459,781.3815,717.992,752.4715,883.031,1405.6915,1147.587,1377.971,1123.4195,1014.3295,1201.749,FALSE
NUP188,261.194,298.472,247.849,192.39,205.858,266.144,244.267,233.592,241.388,198.123,177.713,214.727,FALSE
MYBPH,105.125,95.2492,97.9703,105.607,108.115,97.2223,103.307,110.402,98.3727,101.029,101.146,91.1641,FALSE
CDH15,95.9403,111.891,112.781,105.265,102.397,105.525,98.6327,109.43,101.898,103.402,104.536,104.315,FALSE
XPNPEP1,1024.89,988.448,882.453,1122.67,984.825,1092.35,1057.68,1158.78,1023.3,1110.23,1156.53,1072.05,FALSE
CAPS,122.5165,131.527,117.496,137.7,132.5385,150.63,126.5275,121.592,117.866,143.8285,146.803,150.775,FALSE
LCE3B,100.931,105.995,95.8697,100.249,97.5773,94.6673,100.74,90.317,100.025,96.4122,92.0533,94.0638,FALSE
CHST4,98.2178,111.985,96.6696,105.618,98.7384,100.943,93.0398,87.7421,95.1743,103.666,98.9455,100.694,FALSE
GPX8,1663.957,1756.168,1921.711,1956.684,2140.471,2364.8215,502.339,512.064,532.178,625.7415,613.694,704.068,FALSE
ADAMTS1,186.034,200.901,213.53,239.494,265.755,318.793,355.667,410.546,403.129,230.961,335.201,174.479,FALSE
KCTD14,113.515,117.509,103.054,113.037,105.266,130.559,364.346,394.555,316.285,441.947,468.621,390.158,FALSE
SORCS3,99.37425,97.23465,102.9518,99.1756,97.3237,101.3575,98.5428,89.8773,101.7711,95.9255,95.14945,104.998,FALSE
OR4N4,96.9761,92.4928,100.932,102.113,102.092,94.2908,102.16,103.64,100.021,103.401,91.0081,98.4678,FALSE
RHCG,107.373,94.0282,97.5081,102.963,103.279,105.523,102.676,97.5872,111.658,102.278,107.048,99.0144,FALSE
TGIF2,338.963,312.626,327.714,460.1,409.186,443.322,197.742,195.5,217.503,281.211,258.261,284.916,FALSE
BCL2L13,2446.51,2369.53,2509.02,2443.91,2408.06,2104.54,2271.11,2255.21,2716.06,2170.49,1985.61,1650.35,TRUE
POLG2,383.148,342.444,331.134,293.268,272.334,271.756,255.146,232.938,251.724,232.679,210.854,271.606,FALSE
GNG12,1047.53,773.8,904.646,882.706,1064.44,1041.96,599.804,773.563,609.26,546.831,540.724,374.184,FALSE
FREM3,93.3995,94.126,85.4345,98.1856,94.4205,96.7606,86.9768,102.791,96.3859,100.439,93.1018,91.924,FALSE
PPP2R5D,208.1653333,237.2773333,195.2386667,190.4883333,194.218,239.1436667,228.889,192.1596667,231.836,190.864,189.1256667,188.4766667,FALSE
LRRC55,100.6,95.0576,98.5194,97.8307,99.2651,92.1529,93.7906,102.658,92.2839,101.27,97.3337,99.2389,FALSE
PAK3,95.5499,104.074,107.192,90.662,93.6506,88.1492,99.6542,100.504,96.0766,99.5276,94.328,94.1279,TRUE
VAMP1,120.5098667,120.154,119.9500667,146.0542,134.823,126.0235,119.5693,115.4698,113.2053,121.0485333,120.9397333,115.9029667,FALSE
SUMO3,5654.34,4740.74,4571.44,5586.35,5541.52,5788.69,5289.69,5110.13,4735.98,4916.15,5427.77,4795.98,FALSE
RBP1,260.442,217.416,253.002,303.901,244.481,189.862,2953.6,2623.55,2312.44,5187.4,4795.98,4174.54,FALSE
VIMP,1278.585,1156.359,1247.385,915.1956667,968.7676667,1083.419667,1237.1,1337.624667,1168.837,1119.772333,997.9923333,947.5136667,TRUE
RPL8,9203.253,5897.423,9344.829,8847.646,6345.674,7656.123,5374.557,4560.814,5438.974,5427.473,5448.4,8160.4225,FALSE
GRTP1,129.534,141.5545,128.062,122.6745,126.731,123.121,436.581,429.985,453.226,375.3265,367.383,347.698,FALSE
LCE2B,95.0064,105.141,102.524,99.3039,106.628,104.942,93.387,96.9506,94.7601,105.268,95.7769,107.07,FALSE
AMMECR1,427.3526667,469.6186667,507.5503333,461.996,551.7173333,626.5403333,330.015,328.2916667,292.4616667,408.872,396.6346667,457.8123333,FALSE
CATSPERD,96.10325,99.2794,96.94115,97.98025,95.4645,99.03585,91.07995,101.26295,97.11345,92.39045,97.46225,94.5716,FALSE
KBTBD13,118.948,102.759,93.9965,97.5475,95.5024,95.5367,96.9039,105.952,97.0367,101.601,111.33,96.4859,FALSE
SCN11A,87.3942,94.4757,98.1802,99.651,89.4635,99.4308,90.2207,92.9956,89.8807,96.5661,100.027,107.934,FALSE
SYT17,103.534,91.8608,97.2214,110.823,106.467,99.115,122.88,106.054,121.525,135.292,141.741,143.61,FALSE
SPINK14,103.137,101.46,99.6867,91.3535,92.6229,97.7964,94.902,93.4922,96.994,94.1987,91.7444,99.0148,FALSE
ZSCAN2,145.9215,137.28125,146.03675,139.551075,138.85875,132.742775,131.5845,124.1491,113.94025,127.2525,131.17975,121.747,FALSE
MRPL2,377.899,439.68,341.164,320.801,336.246,294.75,395.536,420.34,394.344,388.678,374.904,277.497,FALSE
NUTF2,389.26,382.835,371.732,436.339,468.09,462.735,370.419,348.263,422.805,348.512,376.641,392.876,FALSE
PIRT,90.0393,101.51,94.6348,93.1952,92.8151,98.2405,89.2824,101.789,99.8904,92.7202,100.602,95.3662,FALSE
KDELR3,483.792,405.613,548.0083333,635.5466667,559.591,671.9013333,152.5813333,141.393,152.1696667,235.907,233.839,214.4073333,FALSE
TSC22D2,661.7125,606.044,722.7075,1111.5635,1104.7575,974.664,390.679,377.9975,460.901,676.302,731.7865,737.7855,FALSE
OR7A5,88.007,100.992,99.8263,91.2186,90.2517,90.5093,99.5549,110.695,104.614,96.06,86.5409,101.171,FALSE
SRY,103.207,93.1597,105.322,109.21,103.791,102.757,101.528,88.3874,102.469,96.8127,109.142,101.408,FALSE
POLR2D,658.622,592.239,556.432,300.424,372.407,374.184,939.738,1060.32,799.735,574.332,616.98,584.419,FALSE
PAPOLB,103.703,93.1586,95.868,90.2439,101.422,92.2283,99.0444,97.7606,93.4004,103.913,94.4696,108.811,FALSE
PRAME,141.6232333,117.6052333,134.9683333,179.4307333,167.7824333,153.9800667,103.1542667,97.66406667,100.3296667,103.4233667,102.6490333,102.2065333,TRUE
TNS1,101.967,113.025,109.184,99.8647,97.7638,95.7694,112.56,100.641,104.991,118.309,112.789,109.333,FALSE
SPRY2,2564.26,2799.99,1951.73,1665.4,1632.37,849.354,1999.69,1961.23,1758.56,1306.8,1299.66,1382.84,TRUE
DISP3,90.4416,86.038,100.127,100.651,109.617,100.078,103.37,95.5685,98.8384,106.827,97.1764,94.393,FALSE
MPLKIP,741.51,1200.71,873.2435,589.3805,543.8455,590.7145,697.5695,710.7905,844.933,539.4475,532.652,761.8615,FALSE
SNX2,815.746,703.248,1005.9,1123.49,1198.98,1065.8,689.985,540.914,641.07,997.539,869.209,792.621,FALSE
